cve_id,cwe,cvss_v31_base_score,cvss_v31_exploitability_score,cvss_v31_impact_score,cvss_v2_base_score,cvss_v2_exploitability_score,cvss_v2_impact_score,fuente_cisa,fuente_nuclei
CVE-2018-19321,SIN_CWE,,,,,,,True,False
CVE-2018-19322,SIN_CWE,,,,,,,True,False
CVE-2018-19323,SIN_CWE,,,,,,,True,False
CVE-2018-19326,SIN_CWE,,,,,,,False,True
CVE-2018-19365,SIN_CWE,,,,,,,False,True
CVE-2018-19386,SIN_CWE,,,,,,,False,True
CVE-2018-19410,SIN_CWE,,,,,,,True,True
CVE-2018-19439,SIN_CWE,,,,,,,False,True
CVE-2018-19458,SIN_CWE,,,,,,,False,True
CVE-2018-19749,SIN_CWE,,,,,,,False,True
CVE-2018-19751,SIN_CWE,,,,,,,False,True
CVE-2018-19752,SIN_CWE,,,,,,,False,True
CVE-2018-19753,SIN_CWE,,,,,,,False,True
CVE-2018-19877,SIN_CWE,,,,,,,False,True
CVE-2018-19892,SIN_CWE,,,,,,,False,True
CVE-2018-19914,SIN_CWE,,,,,,,False,True
CVE-2018-19915,SIN_CWE,,,,,,,False,True
CVE-2018-19943,SIN_CWE,,,,,,,True,False
CVE-2018-19949,SIN_CWE,,,,,,,True,False
CVE-2018-19953,SIN_CWE,,,,,,,True,False
CVE-2018-20009,SIN_CWE,,,,,,,False,True
CVE-2018-20010,SIN_CWE,,,,,,,False,True
CVE-2018-20011,SIN_CWE,,,,,,,False,True
CVE-2018-20062,SIN_CWE,,,,,,,True,True
CVE-2018-20250,SIN_CWE,,,,,,,True,False
CVE-2018-20462,SIN_CWE,,,,,,,False,True
CVE-2018-20463,SIN_CWE,,,,,,,False,True
CVE-2018-20470,SIN_CWE,,,,,,,False,True
CVE-2018-20526,SIN_CWE,,,,,,,False,True
CVE-2018-20608,SIN_CWE,,,,,,,False,True
CVE-2018-20753,SIN_CWE,,,,,,,True,False
CVE-2018-20824,SIN_CWE,,,,,,,False,True
CVE-2018-20985,SIN_CWE,,,,,,,False,True
CVE-2018-2380,SIN_CWE,,,,,,,True,False
CVE-2018-2392,SIN_CWE,,,,,,,False,True
CVE-2018-25114,SIN_CWE,,,,,,,False,True
CVE-2018-2628,SIN_CWE,,,,,,,True,True
CVE-2018-2791,SIN_CWE,,,,,,,False,True
CVE-2018-2893,SIN_CWE,,,,,,,False,True
CVE-2018-2894,SIN_CWE,,,,,,,False,True
CVE-2018-3167,SIN_CWE,,,,,,,False,True
CVE-2018-3238,SIN_CWE,,,,,,,False,True
CVE-2018-3714,SIN_CWE,,,,,,,False,True
CVE-2018-3760,SIN_CWE,,,,,,,False,True
CVE-2018-3810,SIN_CWE,,,,,,,False,True
CVE-2018-4063,SIN_CWE,,,,,,,True,False
CVE-2018-4344,SIN_CWE,,,,,,,True,False
CVE-2018-4878,SIN_CWE,,,,,,,True,False
CVE-2018-4939,SIN_CWE,,,,,,,True,False
CVE-2018-4990,SIN_CWE,,,,,,,True,False
CVE-2018-5002,SIN_CWE,,,,,,,True,False
CVE-2018-5230,SIN_CWE,,,,,,,False,True
CVE-2018-5233,SIN_CWE,,,,,,,False,True
CVE-2018-5316,SIN_CWE,,,,,,,False,True
CVE-2018-5430,SIN_CWE,,,,,,,True,False
CVE-2018-5715,SIN_CWE,,,,,,,False,True
CVE-2018-6008,SIN_CWE,,,,,,,False,True
CVE-2018-6065,SIN_CWE,,,,,,,True,False
CVE-2018-6184,SIN_CWE,,,,,,,False,True
CVE-2018-6200,SIN_CWE,,,,,,,False,True
CVE-2018-6530,SIN_CWE,,,,,,,True,True
CVE-2018-6605,SIN_CWE,,,,,,,False,True
CVE-2018-6789,SIN_CWE,,,,,,,True,False
CVE-2018-6882,SIN_CWE,,,,,,,True,True
CVE-2018-6910,SIN_CWE,,,,,,,False,True
CVE-2018-6961,SIN_CWE,,,,,,,True,True
CVE-2018-7192,SIN_CWE,,,,,,,False,True
CVE-2018-7193,SIN_CWE,,,,,,,False,True
CVE-2018-7196,SIN_CWE,,,,,,,False,True
CVE-2018-7251,SIN_CWE,,,,,,,False,True
CVE-2018-7282,SIN_CWE,,,,,,,False,True
CVE-2018-7314,SIN_CWE,,,,,,,False,True
CVE-2018-7422,SIN_CWE,,,,,,,False,True
CVE-2018-7445,SIN_CWE,,,,,,,True,False
CVE-2018-7467,SIN_CWE,,,,,,,False,True
CVE-2018-7490,SIN_CWE,,,,,,,False,True
CVE-2018-7600,SIN_CWE,,,,,,,True,True
CVE-2018-7602,SIN_CWE,,,,,,,True,True
CVE-2018-7653,SIN_CWE,,,,,,,False,True
CVE-2018-7662,SIN_CWE,,,,,,,False,True
CVE-2018-7700,SIN_CWE,,,,,,,False,True
CVE-2018-7719,SIN_CWE,,,,,,,False,True
CVE-2018-7765,SIN_CWE,,,,,,,False,True
CVE-2018-7841,SIN_CWE,,,,,,,True,True
CVE-2018-8006,SIN_CWE,,,,,,,False,True
CVE-2018-8011,SIN_CWE,,,,,,,False,True
CVE-2018-8024,SIN_CWE,,,,,,,False,True
CVE-2018-8033,SIN_CWE,,,,,,,False,True
CVE-2018-8120,SIN_CWE,,,,,,,True,False
CVE-2018-8174,SIN_CWE,,,,,,,True,False
CVE-2018-8298,SIN_CWE,,,,,,,True,False
CVE-2018-8373,SIN_CWE,,,,,,,True,False
CVE-2018-8405,SIN_CWE,,,,,,,True,False
CVE-2018-8406,SIN_CWE,,,,,,,True,False
CVE-2018-8414,SIN_CWE,,,,,,,True,False
CVE-2018-8440,SIN_CWE,,,,,,,True,False
CVE-2018-8453,SIN_CWE,,,,,,,True,False
CVE-2018-8581,SIN_CWE,,,,,,,True,False
CVE-2018-8589,SIN_CWE,,,,,,,True,False
CVE-2018-8611,SIN_CWE,,,,,,,True,False
CVE-2018-8639,SIN_CWE,,,,,,,True,False
CVE-2018-8653,SIN_CWE,,,,,,,True,False
CVE-2018-8715,SIN_CWE,,,,,,,False,True
CVE-2018-8719,SIN_CWE,,,,,,,False,True
CVE-2018-8727,SIN_CWE,,,,,,,False,True
CVE-2018-8770,SIN_CWE,,,,,,,False,True
CVE-2018-8823,SIN_CWE,,,,,,,False,True
CVE-2018-9118,SIN_CWE,,,,,,,False,True
CVE-2018-9161,SIN_CWE,,,,,,,False,True
CVE-2018-9205,SIN_CWE,,,,,,,False,True
CVE-2018-9206,SIN_CWE,,,,,,,False,True
CVE-2018-9276,SIN_CWE,,,,,,,True,False
CVE-2018-9845,SIN_CWE,,,,,,,False,True
CVE-2018-9995,SIN_CWE,,,,,,,False,True
CVE-2019-0192,SIN_CWE,,,,,,,False,True
CVE-2019-0193,SIN_CWE,,,,,,,True,True
CVE-2019-0211,SIN_CWE,,,,,,,True,False
CVE-2019-0221,SIN_CWE,,,,,,,False,True
CVE-2019-0230,SIN_CWE,,,,,,,False,True
CVE-2019-0232,SIN_CWE,,,,,,,False,True
CVE-2019-0344,SIN_CWE,,,,,,,True,False
CVE-2019-0541,SIN_CWE,,,,,,,True,False
CVE-2019-0543,SIN_CWE,,,,,,,True,False
CVE-2019-0604,SIN_CWE,,,,,,,True,False
CVE-2019-0676,SIN_CWE,,,,,,,True,False
CVE-2019-0703,SIN_CWE,,,,,,,True,False
CVE-2019-0708,SIN_CWE,,,,,,,True,False
CVE-2019-0752,SIN_CWE,,,,,,,True,False
CVE-2019-0797,SIN_CWE,,,,,,,True,False
CVE-2019-0803,SIN_CWE,,,,,,,True,False
CVE-2019-0808,SIN_CWE,,,,,,,True,False
CVE-2019-0841,SIN_CWE,,,,,,,True,False
CVE-2019-0859,SIN_CWE,,,,,,,True,False
CVE-2019-0863,SIN_CWE,,,,,,,True,False
CVE-2019-0880,SIN_CWE,,,,,,,True,False
CVE-2019-0903,SIN_CWE,,,,,,,True,False
CVE-2019-1003000,SIN_CWE,,,,,,,False,True
CVE-2019-1003029,SIN_CWE,,,,,,,True,False
CVE-2019-1003030,SIN_CWE,,,,,,,True,False
CVE-2019-10068,SIN_CWE,,,,,,,True,True
CVE-2019-10092,SIN_CWE,,,,,,,False,True
CVE-2019-10098,SIN_CWE,,,,,,,False,True
CVE-2019-1010287,SIN_CWE,,,,,,,False,True
CVE-2019-1010290,SIN_CWE,,,,,,,False,True
CVE-2019-10149,SIN_CWE,,,,,,,True,False
CVE-2019-10232,SIN_CWE,,,,,,,False,True
CVE-2019-10405,SIN_CWE,,,,,,,False,True
CVE-2019-10475,SIN_CWE,,,,,,,False,True
CVE-2019-1064,SIN_CWE,,,,,,,True,False
CVE-2019-10647,SIN_CWE,,,,,,,False,True
CVE-2019-1069,SIN_CWE,,,,,,,True,False
CVE-2019-10692,SIN_CWE,,,,,,,False,True
CVE-2019-10717,SIN_CWE,,,,,,,False,True
CVE-2019-10758,SIN_CWE,,,,,,,True,True
CVE-2019-11001,SIN_CWE,,,,,,,True,False
CVE-2019-11013,SIN_CWE,,,,,,,False,True
CVE-2019-11043,SIN_CWE,,,,,,,True,False
CVE-2019-11248,SIN_CWE,,,,,,,False,True
CVE-2019-11253,SIN_CWE,,,,,,,False,True
CVE-2019-1129,SIN_CWE,,,,,,,True,False
CVE-2019-1130,SIN_CWE,,,,,,,True,False
CVE-2019-1132,SIN_CWE,,,,,,,True,False
CVE-2019-11370,SIN_CWE,,,,,,,False,True
CVE-2019-11507,SIN_CWE,,,,,,,False,True
CVE-2019-11510,SIN_CWE,,,,,,,True,True
CVE-2019-11539,SIN_CWE,,,,,,,True,False
CVE-2019-11580,SIN_CWE,,,,,,,True,True
CVE-2019-11581,SIN_CWE,,,,,,,True,True
CVE-2019-11634,SIN_CWE,,,,,,,True,False
CVE-2019-11707,SIN_CWE,,,,,,,True,False
CVE-2019-11708,SIN_CWE,,,,,,,True,False
CVE-2019-11869,SIN_CWE,,,,,,,False,True
CVE-2019-11886,SIN_CWE,,,,,,,False,True
CVE-2019-1214,SIN_CWE,,,,,,,True,False
CVE-2019-1215,SIN_CWE,,,,,,,True,False
CVE-2019-12276,SIN_CWE,,,,,,,False,True
CVE-2019-12314,SIN_CWE,,,,,,,False,True
CVE-2019-12461,SIN_CWE,,,,,,,False,True
CVE-2019-1253,SIN_CWE,,,,,,,True,False
CVE-2019-12581,SIN_CWE,,,,,,,False,True
CVE-2019-12583,SIN_CWE,,,,,,,False,True
CVE-2019-12593,SIN_CWE,,,,,,,False,True
CVE-2019-12725,SIN_CWE,,,,,,,False,True
CVE-2019-12935,SIN_CWE,,,,,,,False,True
CVE-2019-12962,SIN_CWE,,,,,,,False,True
CVE-2019-1297,SIN_CWE,,,,,,,True,False
CVE-2019-12985,SIN_CWE,,,,,,,False,True
CVE-2019-12986,SIN_CWE,,,,,,,False,True
CVE-2019-12987,SIN_CWE,,,,,,,False,True
CVE-2019-12988,SIN_CWE,,,,,,,False,True
CVE-2019-12989,SIN_CWE,,,,,,,True,True
CVE-2019-12990,SIN_CWE,,,,,,,False,True
CVE-2019-12991,SIN_CWE,,,,,,,True,False
CVE-2019-13101,SIN_CWE,,,,,,,False,True
CVE-2019-1315,SIN_CWE,,,,,,,True,False
CVE-2019-1322,SIN_CWE,,,,,,,True,False
CVE-2019-13272,SIN_CWE,,,,,,,True,False
CVE-2019-13372,SIN_CWE,,,,,,,False,True
CVE-2019-13392,SIN_CWE,,,,,,,False,True
CVE-2019-13396,SIN_CWE,,,,,,,False,True
CVE-2019-13462,SIN_CWE,,,,,,,False,True
CVE-2019-13608,SIN_CWE,,,,,,,True,True
CVE-2019-1367,SIN_CWE,,,,,,,True,False
CVE-2019-13720,SIN_CWE,,,,,,,True,False
CVE-2019-1385,SIN_CWE,,,,,,,True,False
CVE-2019-1388,SIN_CWE,,,,,,,True,False
CVE-2019-1405,SIN_CWE,,,,,,,True,False
CVE-2019-14205,SIN_CWE,,,,,,,False,True
CVE-2019-14206,SIN_CWE,,,,,,,False,True
CVE-2019-14223,SIN_CWE,,,,,,,False,True
CVE-2019-14251,SIN_CWE,,,,,,,False,True
CVE-2019-1429,SIN_CWE,,,,,,,True,False
CVE-2019-14312,SIN_CWE,,,,,,,False,True
CVE-2019-14322,SIN_CWE,,,,,,,False,True
CVE-2019-14470,SIN_CWE,,,,,,,False,True
CVE-2019-14530,SIN_CWE,,,,,,,False,True
CVE-2019-1458,SIN_CWE,,,,,,,True,False
CVE-2019-14696,SIN_CWE,,,,,,,False,True
CVE-2019-14750,SIN_CWE,,,,,,,False,True
CVE-2019-14789,SIN_CWE,,,,,,,False,True
CVE-2019-14950,SIN_CWE,,,,,,,False,True
CVE-2019-14974,SIN_CWE,,,,,,,False,True
CVE-2019-15043,SIN_CWE,,,,,,,False,True
CVE-2019-15107,SIN_CWE,,,,,,,True,True
CVE-2019-15271,SIN_CWE,,,,,,,True,False
CVE-2019-15501,SIN_CWE,,,,,,,False,True
CVE-2019-15642,SIN_CWE,,,,,,,False,True
CVE-2019-15713,SIN_CWE,,,,,,,False,True
CVE-2019-15752,SIN_CWE,,,,,,,True,False
CVE-2019-15774,SIN_CWE,,,,,,,False,True
CVE-2019-1579,SIN_CWE,,,,,,,True,False
CVE-2019-15811,SIN_CWE,,,,,,,False,True
CVE-2019-15823,SIN_CWE,,,,,,,False,True
CVE-2019-15829,SIN_CWE,,,,,,,False,True
CVE-2019-15858,SIN_CWE,,,,,,,False,True
CVE-2019-15859,SIN_CWE,,,,,,,False,True
CVE-2019-15889,SIN_CWE,,,,,,,False,True
CVE-2019-15949,SIN_CWE,,,,,,,True,False
CVE-2019-16057,SIN_CWE,,,,,,,True,True
CVE-2019-16072,SIN_CWE,,,,,,,False,True
CVE-2019-16097,SIN_CWE,,,,,,,False,True
CVE-2019-16123,SIN_CWE,,,,,,,False,True
CVE-2019-16256,SIN_CWE,,,,,,,True,False
CVE-2019-16278,SIN_CWE,,,,,,,True,True
CVE-2019-16313,SIN_CWE,,,,,,,False,True
CVE-2019-16332,SIN_CWE,,,,,,,False,True
CVE-2019-16469,SIN_CWE,,,,,,,False,True
CVE-2019-1652,SIN_CWE,,,,,,,True,False
CVE-2019-16525,SIN_CWE,,,,,,,False,True
CVE-2019-1653,SIN_CWE,,,,,,,True,True
CVE-2019-16662,SIN_CWE,,,,,,,False,True
CVE-2019-16759,SIN_CWE,,,,,,,True,True
CVE-2019-16920,SIN_CWE,,,,,,,True,True
CVE-2019-16928,SIN_CWE,,,,,,,True,False
CVE-2019-16931,SIN_CWE,,,,,,,False,True
CVE-2019-16932,SIN_CWE,,,,,,,False,True
CVE-2019-16996,SIN_CWE,,,,,,,False,True
CVE-2019-16997,SIN_CWE,,,,,,,False,True
CVE-2019-17026,SIN_CWE,,,,,,,True,False
CVE-2019-17228,SIN_CWE,,,,,,,False,True
CVE-2019-17230,SIN_CWE,,,,,,,False,True
CVE-2019-17231,SIN_CWE,,,,,,,False,True
CVE-2019-17232,SIN_CWE,,,,,,,False,True
CVE-2019-17233,SIN_CWE,,,,,,,False,True
CVE-2019-17270,SIN_CWE,,,,,,,False,True
CVE-2019-17382,SIN_CWE,,,,,,,False,True
CVE-2019-17418,SIN_CWE,,,,,,,False,True
CVE-2019-17444,SIN_CWE,,,,,,,False,True
CVE-2019-17503,SIN_CWE,,,,,,,False,True
CVE-2019-17506,SIN_CWE,,,,,,,False,True
CVE-2019-17538,SIN_CWE,,,,,,,False,True
CVE-2019-17558,SIN_CWE,,,,,,,True,True
CVE-2019-17564,SIN_CWE,,,,,,,False,True
CVE-2019-17574,SIN_CWE,,,,,,,False,True
CVE-2019-17621,SIN_CWE,,,,,,,True,False
CVE-2019-17662,SIN_CWE,,,,,,,False,True
CVE-2019-17671,SIN_CWE,,,,,,,False,True
CVE-2019-18187,SIN_CWE,,,,,,,True,False
CVE-2019-1821,SIN_CWE,,,,,,,False,True
CVE-2019-18217,SIN_CWE,,,,,,,False,True
CVE-2019-18371,SIN_CWE,,,,,,,False,True
CVE-2019-18393,SIN_CWE,,,,,,,False,True
CVE-2019-18394,SIN_CWE,,,,,,,False,True
CVE-2019-18426,SIN_CWE,,,,,,,True,False
CVE-2019-18665,SIN_CWE,,,,,,,False,True
CVE-2019-18818,SIN_CWE,,,,,,,False,True
CVE-2019-18922,SIN_CWE,,,,,,,False,True
CVE-2019-18935,SIN_CWE,,,,,,,True,False
CVE-2019-18952,SIN_CWE,,,,,,,False,True
CVE-2019-18957,SIN_CWE,,,,,,,False,True
CVE-2019-1898,SIN_CWE,,,,,,,False,True
CVE-2019-18988,SIN_CWE,,,,,,,True,False
CVE-2019-19006,SIN_CWE,,,,,,,True,False
CVE-2019-19134,SIN_CWE,,,,,,,False,True
CVE-2019-19356,SIN_CWE,,,,,,,True,False
CVE-2019-19368,SIN_CWE,,,,,,,False,True
CVE-2019-19411,SIN_CWE,,,,,,,False,True
CVE-2019-1943,SIN_CWE,,,,,,,False,True
CVE-2019-19781,SIN_CWE,,,,,,,True,True
CVE-2019-19822,SIN_CWE,,,,,,,False,True
CVE-2019-19823,SIN_CWE,,,,,,,False,True
CVE-2019-19824,SIN_CWE,,,,,,,False,True
CVE-2019-19825,SIN_CWE,,,,,,,False,True
CVE-2019-19908,SIN_CWE,,,,,,,False,True
CVE-2019-19985,SIN_CWE,,,,,,,False,True
CVE-2019-20085,SIN_CWE,,,,,,,True,True
CVE-2019-20141,SIN_CWE,,,,,,,False,True
CVE-2019-20176,SIN_CWE,,,,,,,False,True
CVE-2019-20183,SIN_CWE,,,,,,,False,True
CVE-2019-20210,SIN_CWE,,,,,,,False,True
CVE-2019-20224,SIN_CWE,,,,,,,False,True
CVE-2019-20500,SIN_CWE,,,,,,,True,False
CVE-2019-20504,SIN_CWE,,,,,,,False,True
CVE-2019-20933,SIN_CWE,,,,,,,False,True
CVE-2019-2215,SIN_CWE,,,,,,,True,False
CVE-2019-25141,SIN_CWE,,,,,,,False,True
CVE-2019-25152,SIN_CWE,,,,,,,False,True
CVE-2019-25213,SIN_CWE,,,,,,,False,True
CVE-2019-2578,SIN_CWE,,,,,,,False,True
CVE-2019-2579,SIN_CWE,,,,,,,False,True
CVE-2019-2588,SIN_CWE,,,,,,,False,True
CVE-2019-2616,SIN_CWE,,,,,,,True,True
CVE-2019-2725,SIN_CWE,,,,,,,True,True
CVE-2019-2729,SIN_CWE,,,,,,,False,True
CVE-2019-2767,SIN_CWE,,,,,,,False,True
CVE-2019-3010,SIN_CWE,,,,,,,True,False
CVE-2019-3396,SIN_CWE,,,,,,,True,True
CVE-2019-3398,SIN_CWE,,,,,,,True,True
CVE-2019-3401,SIN_CWE,,,,,,,False,True
CVE-2019-3402,SIN_CWE,,,,,,,False,True
CVE-2019-3403,SIN_CWE,,,,,,,False,True
CVE-2019-3568,SIN_CWE,,,,,,,True,False
CVE-2019-3799,SIN_CWE,,,,,,,False,True
CVE-2019-3911,SIN_CWE,,,,,,,False,True
CVE-2019-3912,SIN_CWE,,,,,,,False,True
CVE-2019-3929,SIN_CWE,,,,,,,True,True
CVE-2019-4061,SIN_CWE,,,,,,,False,True
CVE-2019-4716,SIN_CWE,,,,,,,True,True
CVE-2019-5127,SIN_CWE,,,,,,,False,True
CVE-2019-5128,SIN_CWE,,,,,,,False,True
CVE-2019-5129,SIN_CWE,,,,,,,False,True
CVE-2019-5418,SIN_CWE,,,,,,,True,True
CVE-2019-5434,SIN_CWE,,,,,,,False,True
CVE-2019-5544,SIN_CWE,,,,,,,True,True
CVE-2019-5591,SIN_CWE,,,,,,,True,True
CVE-2019-5786,SIN_CWE,,,,,,,True,False
CVE-2019-5825,SIN_CWE,,,,,,,True,False
CVE-2019-6112,SIN_CWE,,,,,,,False,True
CVE-2019-6223,SIN_CWE,,,,,,,True,False
CVE-2019-6340,SIN_CWE,,,,,,,True,True
CVE-2019-6443,SIN_CWE,,,,,,,False,True
CVE-2019-6693,SIN_CWE,,,,,,,True,False
CVE-2019-6703,SIN_CWE,,,,,,,False,True
CVE-2019-6715,SIN_CWE,,,,,,,False,True
CVE-2019-6793,SIN_CWE,,,,,,,False,True
CVE-2019-6799,SIN_CWE,,,,,,,False,True
CVE-2019-6802,SIN_CWE,,,,,,,False,True
CVE-2019-7139,SIN_CWE,,,,,,,False,True
CVE-2019-7192,SIN_CWE,,,,,,,True,True
CVE-2019-7193,SIN_CWE,,,,,,,True,False
CVE-2019-7194,SIN_CWE,,,,,,,True,True
CVE-2019-7195,SIN_CWE,,,,,,,True,True
CVE-2019-7219,SIN_CWE,,,,,,,False,True
CVE-2019-7238,SIN_CWE,,,,,,,True,True
CVE-2019-7254,SIN_CWE,,,,,,,False,True
CVE-2019-7255,SIN_CWE,,,,,,,False,True
CVE-2019-7256,SIN_CWE,,,,,,,True,True
CVE-2019-7275,SIN_CWE,,,,,,,False,True
CVE-2019-7276,SIN_CWE,,,,,,,False,True
CVE-2019-7286,SIN_CWE,,,,,,,True,False
CVE-2019-7287,SIN_CWE,,,,,,,True,False
CVE-2019-7315,SIN_CWE,,,,,,,False,True
CVE-2019-7481,SIN_CWE,,,,,,,True,True
CVE-2019-7483,SIN_CWE,,,,,,,True,False
CVE-2019-7543,SIN_CWE,,,,,,,False,True
CVE-2019-7609,SIN_CWE,,,,,,,True,True
CVE-2019-8086,SIN_CWE,,,,,,,False,True
CVE-2019-8390,SIN_CWE,,,,,,,False,True
CVE-2019-8394,SIN_CWE,,,,,,,True,False
CVE-2019-8442,SIN_CWE,,,,,,,False,True
CVE-2019-8446,SIN_CWE,,,,,,,False,True
CVE-2019-8449,SIN_CWE,,,,,,,False,True
CVE-2019-8451,SIN_CWE,,,,,,,False,True
CVE-2019-8506,SIN_CWE,,,,,,,True,False
CVE-2019-8526,SIN_CWE,,,,,,,True,False
CVE-2019-8605,SIN_CWE,,,,,,,True,False
CVE-2019-8720,SIN_CWE,,,,,,,True,False
CVE-2019-8903,SIN_CWE,,,,,,,False,True
CVE-2019-8937,SIN_CWE,,,,,,,False,True
CVE-2019-8943,SIN_CWE,,,,,,,False,True
CVE-2019-8982,SIN_CWE,,,,,,,False,True
CVE-2019-9041,SIN_CWE,,,,,,,False,True
CVE-2019-9082,SIN_CWE,,,,,,,True,True
CVE-2019-9193,SIN_CWE,,,,,,,False,True
CVE-2019-9194,SIN_CWE,,,,,,,False,True
CVE-2019-9618,SIN_CWE,,,,,,,False,True
CVE-2019-9621,SIN_CWE,,,,,,,True,True
CVE-2019-9632,SIN_CWE,,,,,,,False,True
CVE-2019-9670,SIN_CWE,,,,,,,True,True
CVE-2019-9726,SIN_CWE,,,,,,,False,True
CVE-2019-9733,SIN_CWE,,,,,,,False,True
CVE-2019-9757,SIN_CWE,,,,,,,False,True
CVE-2019-9762,SIN_CWE,,,,,,,False,True
CVE-2019-9874,SIN_CWE,,,,,,,True,True
CVE-2019-9875,SIN_CWE,,,,,,,True,False
CVE-2019-9879,SIN_CWE,,,,,,,False,True
CVE-2019-9880,SIN_CWE,,,,,,,False,True
CVE-2019-9881,SIN_CWE,,,,,,,False,True
CVE-2019-9912,SIN_CWE,,,,,,,False,True
CVE-2019-9915,SIN_CWE,,,,,,,False,True
CVE-2019-9922,SIN_CWE,,,,,,,False,True
CVE-2019-9955,SIN_CWE,,,,,,,False,True
CVE-2019-9978,SIN_CWE,,,,,,,True,True
CVE-2020-0041,SIN_CWE,,,,,,,True,False
CVE-2020-0069,SIN_CWE,,,,,,,True,False
CVE-2020-0601,SIN_CWE,,,,,,,True,False
CVE-2020-0618,SIN_CWE,,,,,,,True,True
CVE-2020-0638,SIN_CWE,,,,,,,True,False
CVE-2020-0646,SIN_CWE,,,,,,,True,False
CVE-2020-0674,SIN_CWE,,,,,,,True,False
CVE-2020-0683,SIN_CWE,,,,,,,True,False
CVE-2020-0688,SIN_CWE,,,,,,,True,False
CVE-2020-0787,SIN_CWE,,,,,,,True,False
CVE-2020-0796,SIN_CWE,,,,,,,True,True
CVE-2020-0878,SIN_CWE,,,,,,,True,False
CVE-2020-0938,SIN_CWE,,,,,,,True,False
CVE-2020-0968,SIN_CWE,,,,,,,True,False
CVE-2020-0986,SIN_CWE,,,,,,,True,False
CVE-2020-10148,SIN_CWE,,,,,,,True,True
CVE-2020-10181,SIN_CWE,,,,,,,True,False
CVE-2020-10189,SIN_CWE,,,,,,,True,True
CVE-2020-10199,SIN_CWE,,,,,,,True,True
CVE-2020-1020,SIN_CWE,,,,,,,True,False
CVE-2020-10220,SIN_CWE,,,,,,,False,True
CVE-2020-10221,SIN_CWE,,,,,,,True,False
CVE-2020-10257,SIN_CWE,,,,,,,False,True
CVE-2020-1027,SIN_CWE,,,,,,,True,False
CVE-2020-1040,SIN_CWE,,,,,,,True,False
CVE-2020-1054,SIN_CWE,,,,,,,True,False
CVE-2020-10546,SIN_CWE,,,,,,,False,True
CVE-2020-10547,SIN_CWE,,,,,,,False,True
CVE-2020-10548,SIN_CWE,,,,,,,False,True
CVE-2020-10549,SIN_CWE,,,,,,,False,True
CVE-2020-10770,SIN_CWE,,,,,,,False,True
CVE-2020-10973,SIN_CWE,,,,,,,False,True
CVE-2020-10987,SIN_CWE,,,,,,,True,True
CVE-2020-11023,SIN_CWE,,,,,,,True,False
CVE-2020-11034,SIN_CWE,,,,,,,False,True
CVE-2020-11110,SIN_CWE,,,,,,,False,True
CVE-2020-11261,SIN_CWE,,,,,,,True,False
CVE-2020-11441,SIN_CWE,,,,,,,False,True
CVE-2020-11450,SIN_CWE,,,,,,,False,True
CVE-2020-11455,SIN_CWE,,,,,,,False,True
CVE-2020-1147,SIN_CWE,,,,,,,True,False
CVE-2020-11514,SIN_CWE,,,,,,,False,True
CVE-2020-11515,SIN_CWE,,,,,,,False,True
CVE-2020-11529,SIN_CWE,,,,,,,False,True
CVE-2020-11530,SIN_CWE,,,,,,,False,True
CVE-2020-11546,SIN_CWE,,,,,,,False,True
CVE-2020-11547,SIN_CWE,,,,,,,False,True
CVE-2020-11651,SIN_CWE,,,,,,,True,False
CVE-2020-11652,SIN_CWE,,,,,,,True,False
CVE-2020-11710,SIN_CWE,,,,,,,False,True
CVE-2020-11732,SIN_CWE,,,,,,,False,True
CVE-2020-11738,SIN_CWE,,,,,,,True,True
CVE-2020-11798,SIN_CWE,,,,,,,False,True
CVE-2020-11853,SIN_CWE,,,,,,,False,True
CVE-2020-11854,SIN_CWE,,,,,,,False,True
CVE-2020-11899,SIN_CWE,,,,,,,True,False
CVE-2020-11930,SIN_CWE,,,,,,,False,True
CVE-2020-11975,SIN_CWE,,,,,,,False,True
CVE-2020-11978,SIN_CWE,,,,,,,True,True
CVE-2020-11981,SIN_CWE,,,,,,,False,True
CVE-2020-11984,SIN_CWE,,,,,,,False,True
CVE-2020-11991,SIN_CWE,,,,,,,False,True
CVE-2020-12054,SIN_CWE,,,,,,,False,True
CVE-2020-12116,SIN_CWE,,,,,,,False,True
CVE-2020-12124,SIN_CWE,,,,,,,False,True
CVE-2020-12127,SIN_CWE,,,,,,,False,True
CVE-2020-12256,SIN_CWE,,,,,,,False,True
CVE-2020-12259,SIN_CWE,,,,,,,False,True
CVE-2020-12262,SIN_CWE,,,,,,,False,True
CVE-2020-12271,SIN_CWE,,,,,,,True,False
CVE-2020-12447,SIN_CWE,,,,,,,False,True
CVE-2020-12478,SIN_CWE,,,,,,,False,True
CVE-2020-12641,SIN_CWE,,,,,,,True,True
CVE-2020-12720,SIN_CWE,,,,,,,False,True
CVE-2020-12800,SIN_CWE,,,,,,,False,True
CVE-2020-12812,SIN_CWE,,,,,,,True,False
CVE-2020-12832,SIN_CWE,,,,,,,False,True
CVE-2020-13117,SIN_CWE,,,,,,,False,True
CVE-2020-13121,SIN_CWE,,,,,,,False,True
CVE-2020-13125,SIN_CWE,,,,,,,False,True
CVE-2020-13158,SIN_CWE,,,,,,,False,True
CVE-2020-13167,SIN_CWE,,,,,,,False,True
CVE-2020-13258,SIN_CWE,,,,,,,False,True
