cve_id,cwe,cvss_v31_base_score,cvss_v31_exploitability_score,cvss_v31_impact_score,cvss_v2_base_score,cvss_v2_exploitability_score,cvss_v2_impact_score,fuente_cisa,fuente_nuclei
CVE-2023-7028,SIN_CWE,,,,,,,True,True
CVE-2023-7101,SIN_CWE,,,,,,,True,False
CVE-2023-7116,SIN_CWE,,,,,,,False,True
CVE-2023-7164,SIN_CWE,,,,,,,False,True
CVE-2023-7165,SIN_CWE,,,,,,,False,True
CVE-2023-7246,SIN_CWE,,,,,,,False,True
CVE-2023-7337,SIN_CWE,,,,,,,False,True
CVE-2024-0012,SIN_CWE,,,,,,,True,True
CVE-2024-0195,SIN_CWE,,,,,,,False,True
CVE-2024-0200,SIN_CWE,,,,,,,False,True
CVE-2024-0204,SIN_CWE,,,,,,,False,True
CVE-2024-0235,SIN_CWE,,,,,,,False,True
CVE-2024-0250,SIN_CWE,,,,,,,False,True
CVE-2024-0305,SIN_CWE,,,,,,,False,True
CVE-2024-0337,SIN_CWE,,,,,,,False,True
CVE-2024-0352,SIN_CWE,,,,,,,False,True
CVE-2024-0519,SIN_CWE,,,,,,,True,False
CVE-2024-0593,SIN_CWE,,,,,,,False,True
CVE-2024-0692,SIN_CWE,,,,,,,False,True
CVE-2024-0705,SIN_CWE,,,,,,,False,True
CVE-2024-0713,SIN_CWE,,,,,,,False,True
CVE-2024-0769,SIN_CWE,,,,,,,True,False
CVE-2024-0799,SIN_CWE,,,,,,,False,True
CVE-2024-0801,SIN_CWE,,,,,,,False,True
CVE-2024-0881,SIN_CWE,,,,,,,False,True
CVE-2024-0939,SIN_CWE,,,,,,,False,True
CVE-2024-0986,SIN_CWE,,,,,,,False,True
CVE-2024-10081,SIN_CWE,,,,,,,False,True
CVE-2024-10146,SIN_CWE,,,,,,,False,True
CVE-2024-10152,SIN_CWE,,,,,,,False,True
CVE-2024-1021,SIN_CWE,,,,,,,False,True
CVE-2024-10400,SIN_CWE,,,,,,,False,True
CVE-2024-10486,SIN_CWE,,,,,,,False,True
CVE-2024-10516,SIN_CWE,,,,,,,False,True
CVE-2024-10571,SIN_CWE,,,,,,,False,True
CVE-2024-1061,SIN_CWE,,,,,,,False,True
CVE-2024-10708,SIN_CWE,,,,,,,False,True
CVE-2024-1071,SIN_CWE,,,,,,,False,True
CVE-2024-10763,SIN_CWE,,,,,,,False,True
CVE-2024-10783,SIN_CWE,,,,,,,False,True
CVE-2024-10812,SIN_CWE,,,,,,,False,True
CVE-2024-1086,SIN_CWE,,,,,,,True,False
CVE-2024-10908,SIN_CWE,,,,,,,False,True
CVE-2024-10914,SIN_CWE,,,,,,,False,True
CVE-2024-10915,SIN_CWE,,,,,,,False,True
CVE-2024-10924,SIN_CWE,,,,,,,False,True
CVE-2024-11044,SIN_CWE,,,,,,,False,True
CVE-2024-11120,SIN_CWE,,,,,,,True,False
CVE-2024-11182,SIN_CWE,,,,,,,True,False
CVE-2024-11238,SIN_CWE,,,,,,,False,True
CVE-2024-11303,SIN_CWE,,,,,,,False,True
CVE-2024-11305,SIN_CWE,,,,,,,False,True
CVE-2024-11320,SIN_CWE,,,,,,,False,True
CVE-2024-11396,SIN_CWE,,,,,,,False,True
CVE-2024-11587,SIN_CWE,,,,,,,False,True
CVE-2024-11667,SIN_CWE,,,,,,,True,False
CVE-2024-11680,SIN_CWE,,,,,,,True,True
CVE-2024-11728,SIN_CWE,,,,,,,False,True
CVE-2024-11740,SIN_CWE,,,,,,,False,True
CVE-2024-1183,SIN_CWE,,,,,,,False,True
CVE-2024-11868,SIN_CWE,,,,,,,False,True
CVE-2024-11921,SIN_CWE,,,,,,,False,True
CVE-2024-11972,SIN_CWE,,,,,,,False,True
CVE-2024-12025,SIN_CWE,,,,,,,False,True
CVE-2024-1208,SIN_CWE,,,,,,,False,True
CVE-2024-1209,SIN_CWE,,,,,,,False,True
CVE-2024-1210,SIN_CWE,,,,,,,False,True
CVE-2024-1212,SIN_CWE,,,,,,,True,True
CVE-2024-12209,SIN_CWE,,,,,,,False,True
CVE-2024-12356,SIN_CWE,,,,,,,True,False
CVE-2024-12585,SIN_CWE,,,,,,,False,True
CVE-2024-12638,SIN_CWE,,,,,,,False,True
CVE-2024-12686,SIN_CWE,,,,,,,True,False
CVE-2024-12724,SIN_CWE,,,,,,,False,True
CVE-2024-12732,SIN_CWE,,,,,,,False,True
CVE-2024-12734,SIN_CWE,,,,,,,False,True
CVE-2024-12737,SIN_CWE,,,,,,,False,True
CVE-2024-12749,SIN_CWE,,,,,,,False,True
CVE-2024-12760,SIN_CWE,,,,,,,False,True
CVE-2024-12824,SIN_CWE,,,,,,,False,True
CVE-2024-12849,SIN_CWE,,,,,,,False,True
CVE-2024-12873,SIN_CWE,,,,,,,False,True
CVE-2024-12878,SIN_CWE,,,,,,,False,True
CVE-2024-12987,SIN_CWE,,,,,,,True,True
CVE-2024-13055,SIN_CWE,,,,,,,False,True
CVE-2024-13094,SIN_CWE,,,,,,,False,True
CVE-2024-13097,SIN_CWE,,,,,,,False,True
CVE-2024-13098,SIN_CWE,,,,,,,False,True
CVE-2024-13099,SIN_CWE,,,,,,,False,True
CVE-2024-13112,SIN_CWE,,,,,,,False,True
CVE-2024-13114,SIN_CWE,,,,,,,False,True
CVE-2024-13126,SIN_CWE,,,,,,,False,True
CVE-2024-13159,SIN_CWE,,,,,,,True,True
CVE-2024-13160,SIN_CWE,,,,,,,True,True
CVE-2024-13161,SIN_CWE,,,,,,,True,True
CVE-2024-13219,SIN_CWE,,,,,,,False,True
CVE-2024-13220,SIN_CWE,,,,,,,False,True
CVE-2024-13221,SIN_CWE,,,,,,,False,True
CVE-2024-13222,SIN_CWE,,,,,,,False,True
CVE-2024-13224,SIN_CWE,,,,,,,False,True
CVE-2024-13225,SIN_CWE,,,,,,,False,True
CVE-2024-13226,SIN_CWE,,,,,,,False,True
CVE-2024-13322,SIN_CWE,,,,,,,False,True
CVE-2024-13325,SIN_CWE,,,,,,,False,True
CVE-2024-13326,SIN_CWE,,,,,,,False,True
CVE-2024-13327,SIN_CWE,,,,,,,False,True
CVE-2024-13328,SIN_CWE,,,,,,,False,True
CVE-2024-13330,SIN_CWE,,,,,,,False,True
CVE-2024-13331,SIN_CWE,,,,,,,False,True
CVE-2024-13352,SIN_CWE,,,,,,,False,True
CVE-2024-13492,SIN_CWE,,,,,,,False,True
CVE-2024-13496,SIN_CWE,,,,,,,False,True
CVE-2024-13543,SIN_CWE,,,,,,,False,True
CVE-2024-13569,SIN_CWE,,,,,,,False,True
CVE-2024-13570,SIN_CWE,,,,,,,False,True
CVE-2024-13609,SIN_CWE,,,,,,,False,True
CVE-2024-13619,SIN_CWE,,,,,,,False,True
CVE-2024-13624,SIN_CWE,,,,,,,False,True
CVE-2024-13625,SIN_CWE,,,,,,,False,True
CVE-2024-13627,SIN_CWE,,,,,,,False,True
CVE-2024-13628,SIN_CWE,,,,,,,False,True
CVE-2024-13630,SIN_CWE,,,,,,,False,True
CVE-2024-13634,SIN_CWE,,,,,,,False,True
CVE-2024-13726,SIN_CWE,,,,,,,False,True
CVE-2024-13727,SIN_CWE,,,,,,,False,True
CVE-2024-1380,SIN_CWE,,,,,,,False,True
CVE-2024-13853,SIN_CWE,,,,,,,False,True
CVE-2024-13888,SIN_CWE,,,,,,,False,True
CVE-2024-13979,SIN_CWE,,,,,,,False,True
CVE-2024-14015,SIN_CWE,,,,,,,False,True
CVE-2024-1483,SIN_CWE,,,,,,,False,True
CVE-2024-1512,SIN_CWE,,,,,,,False,True
CVE-2024-1561,SIN_CWE,,,,,,,False,True
CVE-2024-1698,SIN_CWE,,,,,,,False,True
CVE-2024-1708,SIN_CWE,,,,,,,True,False
CVE-2024-1709,SIN_CWE,,,,,,,True,True
CVE-2024-1728,SIN_CWE,,,,,,,False,True
CVE-2024-1751,SIN_CWE,,,,,,,False,True
CVE-2024-20353,SIN_CWE,,,,,,,True,False
CVE-2024-20359,SIN_CWE,,,,,,,True,False
CVE-2024-20399,SIN_CWE,,,,,,,True,False
CVE-2024-20404,SIN_CWE,,,,,,,False,True
CVE-2024-20419,SIN_CWE,,,,,,,False,True
CVE-2024-20439,SIN_CWE,,,,,,,True,True
CVE-2024-20440,SIN_CWE,,,,,,,False,True
CVE-2024-20481,SIN_CWE,,,,,,,True,False
CVE-2024-2053,SIN_CWE,,,,,,,False,True
CVE-2024-20767,SIN_CWE,,,,,,,True,True
CVE-2024-20953,SIN_CWE,,,,,,,True,False
CVE-2024-21136,SIN_CWE,,,,,,,False,True
CVE-2024-21287,SIN_CWE,,,,,,,True,False
CVE-2024-21338,SIN_CWE,,,,,,,True,False
CVE-2024-21351,SIN_CWE,,,,,,,True,False
CVE-2024-21410,SIN_CWE,,,,,,,True,False
CVE-2024-21412,SIN_CWE,,,,,,,True,False
CVE-2024-21413,SIN_CWE,,,,,,,True,False
CVE-2024-21485,SIN_CWE,,,,,,,False,True
CVE-2024-21633,SIN_CWE,,,,,,,False,True
CVE-2024-21641,SIN_CWE,,,,,,,False,True
CVE-2024-21644,SIN_CWE,,,,,,,False,True
CVE-2024-21645,SIN_CWE,,,,,,,False,True
CVE-2024-21650,SIN_CWE,,,,,,,False,True
CVE-2024-21683,SIN_CWE,,,,,,,False,True
CVE-2024-21762,SIN_CWE,,,,,,,True,False
CVE-2024-21887,SIN_CWE,,,,,,,True,True
CVE-2024-21893,SIN_CWE,,,,,,,True,True
CVE-2024-22024,SIN_CWE,,,,,,,False,True
CVE-2024-22207,SIN_CWE,,,,,,,False,True
CVE-2024-22319,SIN_CWE,,,,,,,False,True
CVE-2024-22320,SIN_CWE,,,,,,,False,True
CVE-2024-22476,SIN_CWE,,,,,,,False,True
CVE-2024-22729,SIN_CWE,,,,,,,False,True
CVE-2024-22927,SIN_CWE,,,,,,,False,True
CVE-2024-23055,SIN_CWE,,,,,,,False,True
CVE-2024-23108,SIN_CWE,,,,,,,False,True
CVE-2024-23113,SIN_CWE,,,,,,,True,False
CVE-2024-23163,SIN_CWE,,,,,,,False,True
CVE-2024-23167,SIN_CWE,,,,,,,False,True
CVE-2024-23222,SIN_CWE,,,,,,,True,False
CVE-2024-23225,SIN_CWE,,,,,,,True,False
CVE-2024-23296,SIN_CWE,,,,,,,True,False
CVE-2024-2330,SIN_CWE,,,,,,,False,True
CVE-2024-23334,SIN_CWE,,,,,,,False,True
CVE-2024-2340,SIN_CWE,,,,,,,False,True
CVE-2024-23692,SIN_CWE,,,,,,,True,True
CVE-2024-2389,SIN_CWE,,,,,,,False,True
CVE-2024-23897,SIN_CWE,,,,,,,True,True
CVE-2024-23917,SIN_CWE,,,,,,,False,True
CVE-2024-24112,SIN_CWE,,,,,,,False,True
CVE-2024-24116,SIN_CWE,,,,,,,False,True
CVE-2024-24131,SIN_CWE,,,,,,,False,True
CVE-2024-24328,SIN_CWE,,,,,,,False,True
CVE-2024-24329,SIN_CWE,,,,,,,False,True
CVE-2024-24565,SIN_CWE,,,,,,,False,True
CVE-2024-2473,SIN_CWE,,,,,,,False,True
CVE-2024-24759,SIN_CWE,,,,,,,False,True
CVE-2024-24763,SIN_CWE,,,,,,,False,True
CVE-2024-24809,SIN_CWE,,,,,,,False,True
CVE-2024-24882,SIN_CWE,,,,,,,False,True
CVE-2024-24919,SIN_CWE,,,,,,,True,True
CVE-2024-25600,SIN_CWE,,,,,,,False,True
CVE-2024-25608,SIN_CWE,,,,,,,False,True
CVE-2024-25669,SIN_CWE,,,,,,,False,True
CVE-2024-25723,SIN_CWE,,,,,,,False,True
CVE-2024-25735,SIN_CWE,,,,,,,False,True
CVE-2024-25852,SIN_CWE,,,,,,,False,True
CVE-2024-26169,SIN_CWE,,,,,,,True,False
CVE-2024-2621,SIN_CWE,,,,,,,False,True
CVE-2024-26291,SIN_CWE,,,,,,,False,True
CVE-2024-26331,SIN_CWE,,,,,,,False,True
CVE-2024-2667,SIN_CWE,,,,,,,False,True
CVE-2024-27115,SIN_CWE,,,,,,,False,True
CVE-2024-27198,SIN_CWE,,,,,,,True,True
CVE-2024-27199,SIN_CWE,,,,,,,True,True
CVE-2024-27292,SIN_CWE,,,,,,,False,True
CVE-2024-27348,SIN_CWE,,,,,,,True,True
CVE-2024-27443,SIN_CWE,,,,,,,True,True
CVE-2024-27497,SIN_CWE,,,,,,,False,True
CVE-2024-27564,SIN_CWE,,,,,,,False,True
CVE-2024-2771,SIN_CWE,,,,,,,False,True
CVE-2024-27718,SIN_CWE,,,,,,,False,True
CVE-2024-2782,SIN_CWE,,,,,,,False,True
CVE-2024-27954,SIN_CWE,,,,,,,False,True
CVE-2024-27956,SIN_CWE,,,,,,,False,True
CVE-2024-28000,SIN_CWE,,,,,,,False,True
CVE-2024-28200,SIN_CWE,,,,,,,False,True
CVE-2024-28253,SIN_CWE,,,,,,,False,True
CVE-2024-28255,SIN_CWE,,,,,,,False,True
CVE-2024-28397,SIN_CWE,,,,,,,False,True
CVE-2024-2862,SIN_CWE,,,,,,,False,True
CVE-2024-28623,SIN_CWE,,,,,,,False,True
CVE-2024-2863,SIN_CWE,,,,,,,False,True
CVE-2024-28734,SIN_CWE,,,,,,,False,True
CVE-2024-28752,SIN_CWE,,,,,,,False,True
CVE-2024-2876,SIN_CWE,,,,,,,False,True
CVE-2024-2879,SIN_CWE,,,,,,,False,True
CVE-2024-28986,SIN_CWE,,,,,,,True,True
CVE-2024-28987,SIN_CWE,,,,,,,True,True
CVE-2024-28995,SIN_CWE,,,,,,,True,True
CVE-2024-29028,SIN_CWE,,,,,,,False,True
CVE-2024-29029,SIN_CWE,,,,,,,False,True
CVE-2024-29030,SIN_CWE,,,,,,,False,True
CVE-2024-29059,SIN_CWE,,,,,,,True,True
CVE-2024-29137,SIN_CWE,,,,,,,False,True
CVE-2024-29138,SIN_CWE,,,,,,,False,True
CVE-2024-29198,SIN_CWE,,,,,,,False,True
CVE-2024-29269,SIN_CWE,,,,,,,False,True
CVE-2024-29272,SIN_CWE,,,,,,,False,True
CVE-2024-2928,SIN_CWE,,,,,,,False,True
CVE-2024-29745,SIN_CWE,,,,,,,True,False
CVE-2024-29748,SIN_CWE,,,,,,,True,False
CVE-2024-29792,SIN_CWE,,,,,,,False,True
CVE-2024-29824,SIN_CWE,,,,,,,True,True
CVE-2024-29868,SIN_CWE,,,,,,,False,True
CVE-2024-29889,SIN_CWE,,,,,,,False,True
CVE-2024-29895,SIN_CWE,,,,,,,False,True
CVE-2024-29931,SIN_CWE,,,,,,,False,True
CVE-2024-29972,SIN_CWE,,,,,,,False,True
CVE-2024-29973,SIN_CWE,,,,,,,False,True
CVE-2024-29988,SIN_CWE,,,,,,,True,False
CVE-2024-30040,SIN_CWE,,,,,,,True,False
CVE-2024-30051,SIN_CWE,,,,,,,True,False
CVE-2024-30088,SIN_CWE,,,,,,,True,False
CVE-2024-30163,SIN_CWE,,,,,,,False,True
CVE-2024-30188,SIN_CWE,,,,,,,False,True
CVE-2024-30194,SIN_CWE,,,,,,,False,True
CVE-2024-30269,SIN_CWE,,,,,,,False,True
CVE-2024-3032,SIN_CWE,,,,,,,False,True
CVE-2024-30464,SIN_CWE,,,,,,,False,True
CVE-2024-30490,SIN_CWE,,,,,,,False,True
CVE-2024-30498,SIN_CWE,,,,,,,False,True
CVE-2024-30502,SIN_CWE,,,,,,,False,True
CVE-2024-30568,SIN_CWE,,,,,,,False,True
CVE-2024-30569,SIN_CWE,,,,,,,False,True
CVE-2024-30570,SIN_CWE,,,,,,,False,True
CVE-2024-3080,SIN_CWE,,,,,,,False,True
CVE-2024-3097,SIN_CWE,,,,,,,False,True
CVE-2024-31223,SIN_CWE,,,,,,,False,True
CVE-2024-3136,SIN_CWE,,,,,,,False,True
CVE-2024-31621,SIN_CWE,,,,,,,False,True
CVE-2024-31750,SIN_CWE,,,,,,,False,True
CVE-2024-31839,SIN_CWE,,,,,,,False,True
CVE-2024-31848,SIN_CWE,,,,,,,False,True
CVE-2024-31849,SIN_CWE,,,,,,,False,True
CVE-2024-31850,SIN_CWE,,,,,,,False,True
CVE-2024-31851,SIN_CWE,,,,,,,False,True
CVE-2024-31982,SIN_CWE,,,,,,,False,True
CVE-2024-32113,SIN_CWE,,,,,,,True,True
CVE-2024-32114,SIN_CWE,,,,,,,False,True
CVE-2024-32128,SIN_CWE,,,,,,,False,True
CVE-2024-32231,SIN_CWE,,,,,,,False,True
CVE-2024-32238,SIN_CWE,,,,,,,False,True
CVE-2024-3231,SIN_CWE,,,,,,,False,True
CVE-2024-3234,SIN_CWE,,,,,,,False,True
CVE-2024-32399,SIN_CWE,,,,,,,False,True
CVE-2024-32640,SIN_CWE,,,,,,,False,True
CVE-2024-32651,SIN_CWE,,,,,,,False,True
CVE-2024-32709,SIN_CWE,,,,,,,False,True
CVE-2024-3272,SIN_CWE,,,,,,,True,True
CVE-2024-3273,SIN_CWE,,,,,,,True,True
CVE-2024-32735,SIN_CWE,,,,,,,False,True
CVE-2024-32736,SIN_CWE,,,,,,,False,True
CVE-2024-32737,SIN_CWE,,,,,,,False,True
CVE-2024-32738,SIN_CWE,,,,,,,False,True
CVE-2024-32739,SIN_CWE,,,,,,,False,True
CVE-2024-3274,SIN_CWE,,,,,,,False,True
CVE-2024-32825,SIN_CWE,,,,,,,False,True
CVE-2024-32870,SIN_CWE,,,,,,,False,True
CVE-2024-32896,SIN_CWE,,,,,,,True,False
CVE-2024-32964,SIN_CWE,,,,,,,False,True
CVE-2024-3300,SIN_CWE,,,,,,,False,True
CVE-2024-33113,SIN_CWE,,,,,,,False,True
CVE-2024-33288,SIN_CWE,,,,,,,False,True
CVE-2024-33326,SIN_CWE,,,,,,,False,True
CVE-2024-33575,SIN_CWE,,,,,,,False,True
CVE-2024-33605,SIN_CWE,,,,,,,False,True
CVE-2024-33610,SIN_CWE,,,,,,,False,True
CVE-2024-33724,SIN_CWE,,,,,,,False,True
CVE-2024-3378,SIN_CWE,,,,,,,False,True
CVE-2024-33832,SIN_CWE,,,,,,,False,True
CVE-2024-3393,SIN_CWE,,,,,,,True,False
CVE-2024-33939,SIN_CWE,,,,,,,False,True
CVE-2024-3400,SIN_CWE,,,,,,,True,True
CVE-2024-34061,SIN_CWE,,,,,,,False,True
CVE-2024-3408,SIN_CWE,,,,,,,False,True
CVE-2024-34102,SIN_CWE,,,,,,,True,True
CVE-2024-34257,SIN_CWE,,,,,,,False,True
CVE-2024-34351,SIN_CWE,,,,,,,False,True
CVE-2024-34470,SIN_CWE,,,,,,,False,True
CVE-2024-3469,SIN_CWE,,,,,,,False,True
CVE-2024-3495,SIN_CWE,,,,,,,False,True
CVE-2024-34982,SIN_CWE,,,,,,,False,True
CVE-2024-35219,SIN_CWE,,,,,,,False,True
CVE-2024-35250,SIN_CWE,,,,,,,True,False
CVE-2024-35286,SIN_CWE,,,,,,,False,True
CVE-2024-3552,SIN_CWE,,,,,,,False,True
CVE-2024-35584,SIN_CWE,,,,,,,False,True
CVE-2024-35627,SIN_CWE,,,,,,,False,True
CVE-2024-35693,SIN_CWE,,,,,,,False,True
CVE-2024-35694,SIN_CWE,,,,,,,False,True
CVE-2024-3605,SIN_CWE,,,,,,,False,True
CVE-2024-36104,SIN_CWE,,,,,,,False,True
CVE-2024-36117,SIN_CWE,,,,,,,False,True
CVE-2024-36401,SIN_CWE,,,,,,,True,True
CVE-2024-36404,SIN_CWE,,,,,,,False,True
CVE-2024-36412,SIN_CWE,,,,,,,False,True
CVE-2024-36527,SIN_CWE,,,,,,,False,True
CVE-2024-3656,SIN_CWE,,,,,,,False,True
CVE-2024-36675,SIN_CWE,,,,,,,False,True
CVE-2024-36683,SIN_CWE,,,,,,,False,True
CVE-2024-3673,SIN_CWE,,,,,,,False,True
CVE-2024-36837,SIN_CWE,,,,,,,False,True
CVE-2024-36857,SIN_CWE,,,,,,,False,True
CVE-2024-36858,SIN_CWE,,,,,,,False,True
CVE-2024-36971,SIN_CWE,,,,,,,True,False
CVE-2024-36991,SIN_CWE,,,,,,,False,True
CVE-2024-37032,SIN_CWE,,,,,,,False,True
CVE-2024-37079,SIN_CWE,,,,,,,True,False
CVE-2024-37085,SIN_CWE,,,,,,,True,False
CVE-2024-37152,SIN_CWE,,,,,,,False,True
CVE-2024-37259,SIN_CWE,,,,,,,False,True
CVE-2024-37261,SIN_CWE,,,,,,,False,True
CVE-2024-37383,SIN_CWE,,,,,,,True,False
CVE-2024-37393,SIN_CWE,,,,,,,False,True
CVE-2024-3742,SIN_CWE,,,,,,,False,True
CVE-2024-3753,SIN_CWE,,,,,,,False,True
CVE-2024-37656,SIN_CWE,,,,,,,False,True
CVE-2024-37728,SIN_CWE,,,,,,,False,True
CVE-2024-37843,SIN_CWE,,,,,,,False,True
CVE-2024-37881,SIN_CWE,,,,,,,False,True
CVE-2024-38014,SIN_CWE,,,,,,,True,False
CVE-2024-38080,SIN_CWE,,,,,,,True,False
CVE-2024-38094,SIN_CWE,,,,,,,True,False
CVE-2024-38106,SIN_CWE,,,,,,,True,False
CVE-2024-38107,SIN_CWE,,,,,,,True,False
CVE-2024-38112,SIN_CWE,,,,,,,True,False
CVE-2024-38178,SIN_CWE,,,,,,,True,False
CVE-2024-38189,SIN_CWE,,,,,,,True,False
CVE-2024-38193,SIN_CWE,,,,,,,True,False
CVE-2024-38213,SIN_CWE,,,,,,,True,False
CVE-2024-38217,SIN_CWE,,,,,,,True,False
CVE-2024-3822,SIN_CWE,,,,,,,False,True
CVE-2024-38226,SIN_CWE,,,,,,,True,False
CVE-2024-38288,SIN_CWE,,,,,,,False,True
CVE-2024-38289,SIN_CWE,,,,,,,False,True
CVE-2024-38353,SIN_CWE,,,,,,,False,True
CVE-2024-38472,SIN_CWE,,,,,,,False,True
CVE-2024-38473,SIN_CWE,,,,,,,False,True
CVE-2024-38475,SIN_CWE,,,,,,,True,True
CVE-2024-3848,SIN_CWE,,,,,,,False,True
CVE-2024-3850,SIN_CWE,,,,,,,False,True
CVE-2024-38514,SIN_CWE,,,,,,,False,True
CVE-2024-38653,SIN_CWE,,,,,,,False,True
CVE-2024-38773,SIN_CWE,,,,,,,False,True
CVE-2024-38812,SIN_CWE,,,,,,,True,False
CVE-2024-38813,SIN_CWE,,,,,,,True,False
CVE-2024-38816,SIN_CWE,,,,,,,False,True
CVE-2024-38819,SIN_CWE,,,,,,,False,True
CVE-2024-38856,SIN_CWE,,,,,,,True,True
CVE-2024-3922,SIN_CWE,,,,,,,False,True
CVE-2024-39250,SIN_CWE,,,,,,,False,True
CVE-2024-39646,SIN_CWE,,,,,,,False,True
CVE-2024-39713,SIN_CWE,,,,,,,False,True
CVE-2024-39717,SIN_CWE,,,,,,,True,False
CVE-2024-39887,SIN_CWE,,,,,,,False,True
CVE-2024-39891,SIN_CWE,,,,,,,True,False
CVE-2024-39903,SIN_CWE,,,,,,,False,True
CVE-2024-39907,SIN_CWE,,,,,,,False,True
CVE-2024-39914,SIN_CWE,,,,,,,False,True
CVE-2024-40348,SIN_CWE,,,,,,,False,True
CVE-2024-4040,SIN_CWE,,,,,,,True,True
CVE-2024-40422,SIN_CWE,,,,,,,False,True
CVE-2024-40711,SIN_CWE,,,,,,,True,True
CVE-2024-40766,SIN_CWE,,,,,,,True,False
CVE-2024-40890,SIN_CWE,,,,,,,True,False
CVE-2024-40891,SIN_CWE,,,,,,,True,False
CVE-2024-41107,SIN_CWE,,,,,,,False,True
CVE-2024-41628,SIN_CWE,,,,,,,False,True
CVE-2024-41667,SIN_CWE,,,,,,,False,True
CVE-2024-41710,SIN_CWE,,,,,,,True,False
CVE-2024-41713,SIN_CWE,,,,,,,True,True
CVE-2024-4180,SIN_CWE,,,,,,,False,True
CVE-2024-41810,SIN_CWE,,,,,,,False,True
CVE-2024-41955,SIN_CWE,,,,,,,False,True
CVE-2024-42009,SIN_CWE,,,,,,,True,True
CVE-2024-4257,SIN_CWE,,,,,,,False,True
CVE-2024-42640,SIN_CWE,,,,,,,False,True
CVE-2024-42852,SIN_CWE,,,,,,,False,True
CVE-2024-4295,SIN_CWE,,,,,,,False,True
CVE-2024-43047,SIN_CWE,,,,,,,True,False
CVE-2024-43093,SIN_CWE,,,,,,,True,False
CVE-2024-43144,SIN_CWE,,,,,,,False,True
CVE-2024-43160,SIN_CWE,,,,,,,False,True
CVE-2024-4322,SIN_CWE,,,,,,,False,True
CVE-2024-4325,SIN_CWE,,,,,,,False,True
CVE-2024-43283,SIN_CWE,,,,,,,False,True
CVE-2024-43360,SIN_CWE,,,,,,,False,True
CVE-2024-43425,SIN_CWE,,,,,,,False,True
CVE-2024-43441,SIN_CWE,,,,,,,False,True
CVE-2024-43451,SIN_CWE,,,,,,,True,False
CVE-2024-43461,SIN_CWE,,,,,,,True,False
CVE-2024-43468,SIN_CWE,,,,,,,True,False
CVE-2024-4348,SIN_CWE,,,,,,,False,True
CVE-2024-43572,SIN_CWE,,,,,,,True,False
CVE-2024-43573,SIN_CWE,,,,,,,True,False
CVE-2024-4358,SIN_CWE,,,,,,,True,True
CVE-2024-43917,SIN_CWE,,,,,,,False,True
CVE-2024-43919,SIN_CWE,,,,,,,False,True
CVE-2024-43965,SIN_CWE,,,,,,,False,True
CVE-2024-43971,SIN_CWE,,,,,,,False,True
CVE-2024-4399,SIN_CWE,,,,,,,False,True
CVE-2024-44000,SIN_CWE,,,,,,,False,True
CVE-2024-44308,SIN_CWE,,,,,,,True,False
CVE-2024-44309,SIN_CWE,,,,,,,True,False
CVE-2024-4434,SIN_CWE,,,,,,,False,True
CVE-2024-44349,SIN_CWE,,,,,,,False,True
CVE-2024-4439,SIN_CWE,,,,,,,False,True
CVE-2024-4443,SIN_CWE,,,,,,,False,True
CVE-2024-4455,SIN_CWE,,,,,,,False,True
CVE-2024-44762,SIN_CWE,,,,,,,False,True
CVE-2024-44849,SIN_CWE,,,,,,,False,True
CVE-2024-45195,SIN_CWE,,,,,,,True,True
CVE-2024-45216,SIN_CWE,,,,,,,False,True
CVE-2024-45241,SIN_CWE,,,,,,,False,True
CVE-2024-45293,SIN_CWE,,,,,,,False,True
CVE-2024-45309,SIN_CWE,,,,,,,False,True
CVE-2024-45388,SIN_CWE,,,,,,,False,True
CVE-2024-45440,SIN_CWE,,,,,,,False,True
CVE-2024-45488,SIN_CWE,,,,,,,False,True
CVE-2024-45507,SIN_CWE,,,,,,,False,True
CVE-2024-45519,SIN_CWE,,,,,,,True,True
CVE-2024-45591,SIN_CWE,,,,,,,False,True
CVE-2024-45622,SIN_CWE,,,,,,,False,True
CVE-2024-4577,SIN_CWE,,,,,,,True,True
CVE-2024-4610,SIN_CWE,,,,,,,True,False
CVE-2024-4620,SIN_CWE,,,,,,,False,True
CVE-2024-46310,SIN_CWE,,,,,,,False,True
CVE-2024-46506,SIN_CWE,,,,,,,False,True
CVE-2024-46507,SIN_CWE,,,,,,,False,True
CVE-2024-46627,SIN_CWE,,,,,,,False,True
CVE-2024-4671,SIN_CWE,,,,,,,True,False
CVE-2024-46938,SIN_CWE,,,,,,,False,True
CVE-2024-46986,SIN_CWE,,,,,,,False,True
CVE-2024-47062,SIN_CWE,,,,,,,False,True
CVE-2024-47073,SIN_CWE,,,,,,,False,True
CVE-2024-47176,SIN_CWE,,,,,,,False,True
CVE-2024-47308,SIN_CWE,,,,,,,False,True
CVE-2024-47374,SIN_CWE,,,,,,,False,True
CVE-2024-47533,SIN_CWE,,,,,,,False,True
CVE-2024-47575,SIN_CWE,,,,,,,True,False
CVE-2024-4761,SIN_CWE,,,,,,,True,False
CVE-2024-48208,SIN_CWE,,,,,,,False,True
CVE-2024-48248,SIN_CWE,,,,,,,True,True
CVE-2024-48259,SIN_CWE,,,,,,,False,True
CVE-2024-48307,SIN_CWE,,,,,,,False,True
CVE-2024-4836,SIN_CWE,,,,,,,False,True
