tipo,vendor,producto,cantidad_cves,v31_score_promedio,v31_score_maximo
Aplicación,netapp,oncommand_unified_manager_for_clustered_data_ontap,1,7.0,7.0
Aplicación,netapp,oncommand_workflow_automation,1,9.8,9.8
Aplicación,netapp,ontap_select_deploy_administration_utility,1,7.0,7.0
Aplicación,netapp,ontap_tools,1,10.0,10.0
Aplicación,netapp,solidfire_enterprise_sds,1,10.0,10.0
Aplicación,netapp,storagegrid,1,9.8,9.8
Aplicación,netapp,vasa_provider_for_clustered_data_ontap,1,9.8,9.8
Aplicación,netapp,virtual_storage_console,1,9.8,9.8
Aplicación,netfortris,trixbox,1,,
Aplicación,netgear,readynas_surveillance,1,,
Aplicación,new-year-firework_project,new-year-firework,1,,
Aplicación,ericsson,drutt_mobile_service_delivery_platform,1,,
Aplicación,extplorer,com_extplorer,1,,
Aplicación,eyou,eyou,1,9.8,9.8
Aplicación,decryptweb,com_dwgraphs,1,,
Aplicación,defa-online-image-protector_project,defa-online-image-protector,1,,
Aplicación,designsandcode,forget_about_shortcode_buttons,1,,
Aplicación,dev.pucit.edu.pk,com_arcadegames,1,,
Aplicación,dev.pucit.edu.pk,com_market,1,,
Aplicación,dev.pucit.edu.pk,com_webtv,1,,
Aplicación,page-layout-builder_project,page-layout-builder,1,,
Aplicación,parallels,h-sphere,1,,
Aplicación,parsi-font_project,parsi-font,1,,
Aplicación,openssl,openssl,1,7.5,7.5
Aplicación,opensymphony,xwork,1,,
Aplicación,oracle,agile_engineering_data_management,1,9.8,9.8
Aplicación,oracle,agile_plm,1,9.8,9.8
Aplicación,oracle,communications_application_session_controller,1,9.8,9.8
Aplicación,oracle,communications_instant_messaging_server,1,9.8,9.8
Aplicación,oracle,communications_interactive_session_recorder,1,9.8,9.8
Aplicación,oracle,endeca_information_discovery_studio,1,9.8,9.8
Aplicación,oracle,hospitality_guest_access,1,9.8,9.8
Aplicación,oracle,jrockit,1,9.8,9.8
Aplicación,oracle,micros_relate_crm_software,1,9.8,9.8
Aplicación,oracle,micros_retail_xbri_loss_prevention,1,9.8,9.8
Aplicación,netapp,solidfire_\&_hci_storage_node,1,10.0,10.0
Aplicación,phpmailer_project,phpmailer,1,9.8,9.8
Aplicación,phpmyadmin,phpmyadmin,1,9.8,9.8
Aplicación,pivotal,spring_security_oauth,1,,
Aplicación,podcast_channels_project,podcast_channels,1,6.1,6.1
Aplicación,oracle,mysql,1,,
Aplicación,oracle,mysql_enterprise_monitor,1,9.8,9.8
Aplicación,oracle,openjdk,1,5.3,5.3
Aplicación,oracle,retail_convenience_and_fuel_pos_software,1,9.8,9.8
Aplicación,oracle,siebel_apps_-_e-billing,1,9.8,9.8
Aplicación,oracle,siebel_e-billing,1,,
Aplicación,oracle,storagetek_tape_analytics_sw_tool,1,9.8,9.8
Aplicación,oracle,transportation_management,1,9.8,9.8
Aplicación,oracle,virtual_desktop_infrastructure,1,9.8,9.8
Aplicación,oracle,virtualbox,1,8.8,8.8
Aplicación,orchardproject,orchard,1,,
Aplicación,osclass,osclass,1,,
Aplicación,recly,com_smartsite,1,,
Aplicación,redcomponent,com_redshop,1,,
Aplicación,redcomponent,com_redtwitter,1,,
Aplicación,redhat,application_stack,1,9.8,9.8
Aplicación,redhat,gluster_storage,1,7.5,7.5
Aplicación,paysyspro,com_wmi,1,,
Aplicación,percha,com_perchacategoriestree,1,,
Aplicación,percha,com_perchadownloadsattach,1,,
Aplicación,percha,com_perchafieldsattach,1,,
Aplicación,percha,com_perchagallery,1,,
Aplicación,percha,com_perchaimageattach,1,,
Aplicación,percussion,rhythmyx,1,10.0,10.0
Aplicación,peter_hocherl,com_travelbook,1,,
Aplicación,peter_hocherl,com_tweetla,1,,
Aplicación,photoxhibit_project,photoxhibit,1,,
Aplicación,php,php,1,9.8,9.8
Aplicación,redhat,satellite_with_embedded_oracle,1,9.8,9.8
Aplicación,redhat,software_collections,1,7.5,7.5
Aplicación,redhat,storage_for_public_cloud,1,9.8,9.8
Aplicación,redhat,subscription_asset_manager,1,7.5,7.5
Aplicación,rejetto,http_file_server,1,9.8,9.8
Aplicación,roberta_bramski,uploader,1,,
Aplicación,roberto_aloi,com_joomlaflickr,1,,
Aplicación,pondol-formmail_project,pondol-formmail,1,,
Aplicación,ppfeufer,2-click-social-media-buttons,1,,
Aplicación,pucit.edu,com_onlineexam,1,,
Aplicación,pureftpd,pure-ftpd,1,,
Aplicación,pureftpd,pureftpd,1,,
Aplicación,rainbow_portal,rainbow.zen,1,,
Aplicación,rainbow_portal,rainbow_with_the_zen,1,,
Aplicación,realtek,realtek_sdk,1,9.8,9.8
Aplicación,realtyna,com_realtyna,1,,
Aplicación,rockettheme,com_rokdownloads,1,,
Aplicación,rubyonrails,web_console,1,,
Aplicación,s3-video_project,s3-video,1,,
Aplicación,samba,samba,1,,
Aplicación,sap,businessobjects,1,,
Aplicación,sap,netweaver,1,,
Aplicación,sap,sap_web_application_server,1,,
Aplicación,scoreme_project,scoreme,1,5.4,5.4
Aplicación,se_html5_album_audio_player_project,se_html5_album_audio_player,1,,
Aplicación,seber,com_sebercart,1,,
Aplicación,sensiolabs,symfony,1,,
Aplicación,sgi,propack,1,,
Aplicación,redhat,icedtea6,1,9.8,9.8
Aplicación,redhat,jboss_enterprise_web_server,1,9.8,9.8
Aplicación,redhat,jboss_middleware_text-only_advisories,1,9.8,9.8
Aplicación,redhat,openshift,1,7.5,7.5
Aplicación,siemens,desigo_cc_advanced_reports,1,10.0,10.0
Aplicación,siemens,desigo_cc_info_center,1,10.0,10.0
Aplicación,siemens,e-car_operation_center,1,10.0,10.0
Aplicación,siemens,elan-8.2,1,7.5,7.5
Aplicación,siemens,energy_engage,1,10.0,10.0
Aplicación,siemens,energyip,1,10.0,10.0
Aplicación,siemens,energyip_prepay,1,10.0,10.0
Aplicación,siemens,gma-manager,1,10.0,10.0
Aplicación,siemens,head-end_system_universal_device_integration_system,1,10.0,10.0
Aplicación,siemens,industrial_edge_management,1,10.0,10.0
Aplicación,siemens,industrial_edge_management_hub,1,10.0,10.0
Aplicación,siemens,logo\!_soft_comfort,1,10.0,10.0
Aplicación,siemens,mendix,1,10.0,10.0
Aplicación,siemens,mindsphere,1,10.0,10.0
Aplicación,roberto_aloi,com_joomlapicasa2,1,,
Aplicación,robot-cpa,robotcpa,1,7.5,7.5
Aplicación,siemens,opcenter_intelligence,1,10.0,10.0
Aplicación,siemens,operation_scheduler,1,10.0,10.0
Aplicación,siemens,sentron_powermanager,1,10.0,10.0
Aplicación,siemens,siguard_dsa,1,10.0,10.0
Aplicación,siemens,sipass_integrated,1,10.0,10.0
Aplicación,siemens,siveillance_command,1,10.0,10.0
Aplicación,siemens,siveillance_control_pro,1,10.0,10.0
Aplicación,siemens,siveillance_identity,1,10.0,10.0
Aplicación,siemens,siveillance_vantage,1,10.0,10.0
Aplicación,siemens,siveillance_viewpoint,1,10.0,10.0
Aplicación,siemens,solid_edge_cam_pro,1,10.0,10.0
Aplicación,siemens,solid_edge_harness_design,1,10.0,10.0
Aplicación,siemens,spectrum_power_4,1,10.0,10.0
Aplicación,siemens,spectrum_power_7,1,10.0,10.0
Aplicación,siemens,capital,1,10.0,10.0
Aplicación,siemens,comos,1,10.0,10.0
Aplicación,com_janews,com_janews,1,,
Aplicación,combodo,itop,1,,
Aplicación,cookex,com_ckforms,1,,
Aplicación,corejoomla,com_communitypolls,1,,
Aplicación,cory_lamle,duplicator,1,,
Aplicación,count_per_day_project,count_per_day,1,,
Aplicación,creative-solutions,creative_contact_form,1,9.8,9.8
Aplicación,cross-rss_plugin_project,wp-cross-rss,1,,
Aplicación,skysa,skysa_app_bar_integration_plugin,1,,
Aplicación,snowsoftware,snow_commander,1,10.0,10.0
Aplicación,snowsoftware,vm_access_proxy,1,10.0,10.0
Aplicación,software.realtyna,com_joomlaupdater,1,,
Aplicación,solarwinds,virtualization_manager,1,7.8,7.8
Aplicación,sonicwall,email_security,1,10.0,10.0
Aplicación,siemens,navigator,1,10.0,10.0
Aplicación,siemens,nx,1,10.0,10.0
Aplicación,siemens,wincc_open_architecture,1,7.5,7.5
Aplicación,siemens,xpedition_enterprise,1,10.0,10.0
Aplicación,siemens,xpedition_package_integrator,1,10.0,10.0
Aplicación,simpel-reserveren_project,simpel-reserveren,1,,
Aplicación,simple-image-manipulator_project,simple-image-manipulator,1,,
Aplicación,simplerealtytheme,advanced_text_widget_plugin,1,,
Aplicación,sitecore,cms,1,,
Aplicación,skygroup,skysea_client_view,1,9.8,9.8
Aplicación,dirk_bartley,nweb2fax,1,,
Aplicación,dnnsoftware,dotnetnuke,1,,
Aplicación,documentcloud,navis_documentcloud,1,,
Aplicación,dolibarr,dolibarr_erp\/crm,1,,
Aplicación,dompdf,dompdf,1,,
Aplicación,domphp,domphp,1,,
Aplicación,cofax,cofax,1,,
Aplicación,com-property,com_properties,1,,
Aplicación,tecvoz,cmnc-200_firmware,1,,
Aplicación,telaen_project,telaen,1,6.1,6.1
Aplicación,tera_charts_plugin_project,tera-charts,1,,
Aplicación,ternaria,com_jfeedback,1,,
Aplicación,ternaria,com_jprojectmanager,1,,
Aplicación,soplanning,soplanning,1,,
Aplicación,sourceafrica_project,sourceafrica,1,,
Aplicación,spamtitan,webtitan,1,,
Aplicación,spip,spip,1,,
Aplicación,splunk,splunk,1,7.5,7.5
Aplicación,squirrelmail,address_add_plugin,1,,
Aplicación,ssh,ssh,1,,
Aplicación,stageshow_project,stageshow,1,,
Aplicación,supachai_teasakul,com_sweetykeeper,1,,
Aplicación,siemens,teamcenter,1,10.0,10.0
Aplicación,siemens,vesys,1,10.0,10.0
Aplicación,thorsten_riess,com_jcollection,1,,
Aplicación,tidio-form_project,tidio-form,1,,
Aplicación,tidio-gallery_project,tidio-gallery,1,,
Aplicación,timely,all-in-one_event_calendar,1,,
Aplicación,tom_braider,count_per_day,1,,
Aplicación,tom_m8te_plugin_project,tom-m8te_plugin,1,,
Aplicación,torproject,tor,1,7.5,7.5
Aplicación,trendmicro,threat_discovery_appliance,1,,
Aplicación,suse,package_hub,1,8.8,8.8
Aplicación,swim_team_project,swim_team,1,,
Aplicación,synacor,zimbra_collaboration_suite,1,,
Aplicación,sysaid,sysaid,1,,
Aplicación,tagdiv,newspaper,1,9.8,9.8
Aplicación,tamlyncreative,com_bfsurvey_basic,1,,
Aplicación,tamlyncreative,com_bfsurvey_pro,1,,
Aplicación,tamlyncreative,com_bfsurvey_profree,1,,
Aplicación,vbulletin,vbulletin,1,,
Aplicación,visocrea,com_joomla_visites,1,,
Aplicación,visualshortcodes,ninja,1,6.1,6.1
Aplicación,web-dorado,spider_calendar,1,,
Aplicación,webedition,webedition_cms,1,,
Aplicación,weberr,rwcards,1,,
Aplicación,webkul,com_ultimateportfolio,1,,
Aplicación,webmin,webmin,1,,
Aplicación,websitepanel,websitepanel,1,,
Aplicación,websupporter,wp_amasin_-_the_amazon_affiliate_shop,1,,
Aplicación,ternaria,com_preventive,1,,
Aplicación,ternaria,com_vjdeo,1,,
Aplicación,thefactory,com_blogfactory,1,,
Aplicación,thefactory,com_gadgetfactory,1,,
Aplicación,thefactory,com_lovefactory,1,,
Aplicación,themepunch,slider_revolution,1,,
Aplicación,westerndeal,advanced_dewplayer,1,,
Aplicación,wordpress,alert_before_you_post,1,,
Aplicación,wordpress_integrator_project,wordpress_integrator,1,,
Aplicación,wowjoomla,com_loginbox,1,,
Aplicación,wp_attachment_export_project,wp_attachment_export,1,7.5,7.5
Aplicación,wp_content_source_control_project,wp_content_source_control,1,,
Aplicación,wp_mobile_detector_project,wp_mobile_detector,1,9.8,9.8
Aplicación,wpsolr,wpsolr-search-engine,1,,
Aplicación,wpsymposiumpro,wp-symposium,1,6.1,6.1
Aplicación,wptrafficanalyzer,trafficanalyzer,1,,
Aplicación,xibosignage,xibo,1,,
Aplicación,xmlswf,com_picsell,1,,
Aplicación,trihedral,vtscada,1,7.5,7.5
Aplicación,ultimate-weather_project,ultimate-weather,1,6.1,6.1
Aplicación,umbraco,umbraco,1,,
Aplicación,usermin,usermin,1,,
Aplicación,zabbix,zabbix,1,,
Aplicación,zedna_ebook_download_project,zedna_ebook_download,1,,
Aplicación,zeroshell,zeroshell,1,,
Aplicación,zimbllc,com_zimbcomment,1,,
Aplicación,zimbllc,com_zimbcore,1,,
Aplicación,zip_attachments_project,zip_attachments,1,,
Aplicación,zm-gallery_project,zm-gallery,1,7.2,7.2
Aplicación,zohocorp,manageengine_firewall_analyzer,1,,
Aplicación,zohocorp,webnms_framework,1,,
Hardware,adb,p.dga4001n,1,,
Hardware,aterm,w1200ex,1,9.8,9.8
Hardware,aterm,w1200ex-ms,1,9.8,9.8
Hardware,aterm,w300p,1,9.8,9.8
Hardware,aterm,w500p,1,9.8,9.8
Hardware,aterm,wf300hp2,1,9.8,9.8
Aplicación,western_digital,mycloud_nas,1,,
Aplicación,cisco,video_surveillance_operations_manager,1,10.0,10.0
Aplicación,cisco,virtual_topology_system,1,10.0,10.0
Aplicación,cisco,virtualized_infrastructure_manager,1,10.0,10.0
Aplicación,cisco,virtualized_voice_browser,1,10.0,10.0
Aplicación,cisco,wan_automation_engine,1,10.0,10.0
Aplicación,cisco,webex_meetings_server,1,10.0,10.0
Aplicación,cisco,workload_optimization_manager,1,10.0,10.0
Aplicación,clickdesk,clickdesk_live_support-live_chat_plugin,1,,
Aplicación,cminds,tooltip_glossary,1,,
Hardware,aterm,wr8165n,1,9.8,9.8
Hardware,avtech,avn801_dvr,1,9.8,9.8
Hardware,belkin,n150_f9k1009,1,,
Hardware,camtron,cmnc-200,1,,
Hardware,cisco,7604,1,8.8,8.8
Hardware,cisco,7606-s,1,8.8,8.8
Aplicación,xstream,xstream,1,9.8,9.8
Hardware,aterm,wg1200hp,1,9.8,9.8
Hardware,aterm,wg1200hp2,1,9.8,9.8
Hardware,aterm,wg1200hp3,1,9.8,9.8
Hardware,aterm,wg1200hs,1,9.8,9.8
Hardware,aterm,wg1200hs2,1,9.8,9.8
Hardware,aterm,wg1800hp3,1,9.8,9.8
Hardware,aterm,wg1800hp4,1,9.8,9.8
Hardware,aterm,wg1900hp,1,9.8,9.8
Hardware,aterm,wg1900hp2,1,9.8,9.8
Aplicación,cybercompany,swipehq-payment-gateway-woocommerce,1,6.1,6.1
Aplicación,czepol,wp-planet,1,6.1,6.1
Aplicación,danieljamesscott,com_music,1,,
Aplicación,db_backup_project,db_backup,1,,
Aplicación,debian,horde,1,,
Aplicación,debian,horde_groupware,1,,
Aplicación,cisco,video_surveillance_manager,1,10.0,10.0
Aplicación,cisco,unified_ccx,1,,
Aplicación,cisco,unified_communications_manager_im_\&_presence_service,1,10.0,10.0
Aplicación,cisco,unified_communications_manager_im_and_presence_service,1,10.0,10.0
Aplicación,cisco,unified_computing_system,1,10.0,10.0
Aplicación,cisco,unified_contact_center_enterprise,1,10.0,10.0
Aplicación,cisco,unified_contact_center_express,1,10.0,10.0
Aplicación,cisco,unified_contact_center_management_portal,1,10.0,10.0
Hardware,cisco,catalyst_6506-e,1,8.8,8.8
Hardware,cisco,catalyst_6509-e,1,8.8,8.8
Hardware,cisco,catalyst_6509-neb-a,1,8.8,8.8
Hardware,cisco,catalyst_6509-v-e,1,8.8,8.8
Hardware,cisco,catalyst_6513,1,8.8,8.8
Hardware,cisco,catalyst_6513-e,1,8.8,8.8
Hardware,cisco,7609-s,1,8.8,8.8
Hardware,cisco,7613-s,1,8.8,8.8
Hardware,aterm,wf800hp,1,9.8,9.8
Hardware,cisco,firepower_4125,1,10.0,10.0
Hardware,cisco,firepower_4140,1,10.0,10.0
Hardware,cisco,firepower_4145,1,10.0,10.0
Hardware,cisco,firepower_4150,1,10.0,10.0
Hardware,cisco,catalyst_6500,1,8.8,8.8
Hardware,cisco,catalyst_6500-e,1,8.8,8.8
Hardware,cisco,catalyst_6503-e,1,8.8,8.8
Hardware,cisco,catalyst_6504-e,1,8.8,8.8
Aplicación,cmsimple,cmsimple,1,,
Aplicación,cmstactics,com_beeheard,1,,
Aplicación,cmstactics,com_beeheardlite,1,,
Aplicación,code-garage,com_noticeboard,1,,
Aplicación,codeasily,grand_flagallery,1,,
Aplicación,codecall,com_ionfiles,1,,
Aplicación,cisco,ucs_central_software,1,10.0,10.0
Aplicación,cisco,ucs_director,1,10.0,10.0
Hardware,cisco,wvc54gca,1,,
Hardware,dlink,dcs-930l,1,7.2,7.2
Hardware,dlink,dir-300,1,5.7,5.7
Hardware,dlink,dir-501,1,9.8,9.8
Hardware,cisco,firepower_1010,1,10.0,10.0
Hardware,cisco,firepower_1120,1,10.0,10.0
Hardware,cisco,firepower_1140,1,10.0,10.0
Hardware,cisco,firepower_1150,1,10.0,10.0
Hardware,cisco,firepower_2110,1,10.0,10.0
Hardware,cisco,firepower_2120,1,10.0,10.0
Hardware,cisco,firepower_2130,1,10.0,10.0
Hardware,cisco,firepower_2140,1,10.0,10.0
Hardware,cisco,firepower_4110,1,10.0,10.0
Hardware,cisco,firepower_4112,1,10.0,10.0
Hardware,cisco,firepower_4115,1,10.0,10.0
Hardware,cisco,firepower_4120,1,10.0,10.0
Aplicación,cisco,network_dashboard_fabric_controller,1,10.0,10.0
Aplicación,cisco,network_insights_for_data_center,1,10.0,10.0
Aplicación,cisco,network_services_orchestrator,1,10.0,10.0
Aplicación,cisco,nexus_dashboard,1,10.0,10.0
Aplicación,cisco,nexus_insights,1,10.0,10.0
Aplicación,cisco,optical_network_controller,1,10.0,10.0
Aplicación,cisco,packaged_contact_center_enterprise,1,10.0,10.0
Hardware,dlink,dir-808l,1,9.8,9.8
Hardware,dlink,dir-809,1,9.8,9.8
Hardware,dlink,dir-810l,1,9.8,9.8
Hardware,dlink,dir-820l,1,9.8,9.8
Hardware,dlink,dir-826l,1,9.8,9.8
Hardware,dlink,dir-830l,1,9.8,9.8
Hardware,cisco,firepower_9300,1,10.0,10.0
Hardware,cisco,firewall_services_module,1,7.8,7.8
Hardware,cisco,unified_ip_interactive_voice_response,1,,
Hardware,dlink,dir-605l,1,9.8,9.8
Hardware,dlink,dir-615,1,9.8,9.8
Hardware,dlink,dir-619l,1,9.8,9.8
Hardware,dlink,dir-626l,1,9.8,9.8
Hardware,dlink,dir-636l,1,9.8,9.8
Hardware,dlink,dir-645,1,8.8,8.8
Hardware,dlink,dir-651,1,9.8,9.8
Aplicación,cisco,unified_customer_voice_portal,1,10.0,10.0
Aplicación,cisco,unified_intelligence_center,1,10.0,10.0
Aplicación,cisco,unified_ip_ivr,1,,
Aplicación,cisco,unified_sip_proxy,1,10.0,10.0
Aplicación,cisco,unified_workforce_optimization,1,10.0,10.0
Aplicación,cisco,unity_connection,1,10.0,10.0
Aplicación,cisco,iot_operations_dashboard,1,10.0,10.0
Aplicación,cisco,mobility_services_engine,1,10.0,10.0
Aplicación,cisco,network_assurance_engine,1,10.0,10.0
Hardware,netgear,d7000,1,9.8,9.8
Hardware,netgear,d7800,1,9.8,9.8
Hardware,netgear,dgn2200,1,,
Hardware,netgear,dgnd3700,1,,
Hardware,netgear,jnr1010v2,1,9.8,9.8
Hardware,netgear,jnr3300,1,9.8,9.8
Hardware,netgear,jwnr2010v5,1,9.8,9.8
Hardware,dlink,dir-836l,1,9.8,9.8
Hardware,dlink,dir-900l,1,9.8,9.8
Hardware,dlink,dir-905l,1,9.8,9.8
Hardware,dlink,dsl-2750b,1,9.8,9.8
Hardware,dlink,dsl-2760u,1,5.4,5.4
Hardware,dlink,dvg-n5402sp,1,,
Hardware,dlink,dir-515,1,9.8,9.8
Hardware,dlink,dir-600,1,8.0,8.0
Hardware,dlink,dir-600l,1,9.8,9.8
Hardware,netgear,r7300dst,1,8.8,8.8
Hardware,netgear,r7500,1,9.8,9.8
Hardware,netgear,r7500v2,1,9.8,9.8
Hardware,netgear,r7900,1,8.8,8.8
Hardware,netgear,r8000,1,8.8,8.8
Hardware,netgear,wn604,1,9.8,9.8
Hardware,netgear,wn802tv2,1,9.8,9.8
Hardware,intellian,v100,1,7.5,7.5
Hardware,intellian,v60,1,7.5,7.5
Hardware,motorola,atrix_hd,1,7.8,7.8
Hardware,motorola,razr_hd,1,7.8,7.8
Hardware,motorola,razr_m,1,7.8,7.8
Hardware,motorola,surfboard_sbv6120e,1,,
Hardware,netgear,d6100,1,9.8,9.8
Hardware,netgear,d6220,1,8.8,8.8
Hardware,netgear,d6400,1,8.8,8.8
Hardware,netgear,wndr4500v3,1,9.8,9.8
Hardware,netgear,wndr4700,1,9.8,9.8
Hardware,netgear,wnr1000v2,1,9.8,9.8
Hardware,netgear,wnr1000v4,1,9.8,9.8
Hardware,netgear,wnr2000v3,1,9.8,9.8
Hardware,netgear,wnr2000v4,1,9.8,9.8
Hardware,netgear,wnr2000v5,1,9.8,9.8
Hardware,netgear,r2000,1,9.8,9.8
Hardware,netgear,r6100,1,9.8,9.8
Hardware,netgear,r6220,1,9.8,9.8
Hardware,netgear,r6250,1,8.8,8.8
Hardware,netgear,r6400,1,8.8,8.8
Hardware,netgear,r6700,1,8.8,8.8
Hardware,netgear,r6900,1,8.8,8.8
Hardware,netgear,r7000,1,8.8,8.8
Hardware,netgear,r7100lg,1,8.8,8.8
Hardware,seagate,blackarmor_nas_220,1,,
Hardware,siemens,6bk1602-0aa12-0tp0,1,10.0,10.0
Hardware,siemens,6bk1602-0aa22-0tp0,1,10.0,10.0
Hardware,siemens,6bk1602-0aa32-0tp0,1,10.0,10.0
Hardware,siemens,6bk1602-0aa42-0tp0,1,10.0,10.0
Hardware,siemens,6bk1602-0aa52-0tp0,1,10.0,10.0
Hardware,siemens,application_processing_engine,1,7.5,7.5
Hardware,netgear,wnap320,1,9.8,9.8
Hardware,netgear,wndap210v2,1,9.8,9.8
Hardware,netgear,wndap350,1,9.8,9.8
Hardware,netgear,wndap360,1,9.8,9.8
Hardware,netgear,wndap660,1,9.8,9.8
Hardware,netgear,wndr3700v4,1,9.8,9.8
Hardware,netgear,wndr3800,1,9.8,9.8
Hardware,netgear,wndr4300,1,9.8,9.8
Hardware,netgear,wndr4300v2,1,9.8,9.8
Hardware,siemens,siplus_net_cp_1543-1,1,7.5,7.5
Hardware,siemens,sppa-t3000_ses3000,1,10.0,10.0
Hardware,sony,snc-ch115,1,,
Hardware,sony,snc-ch120,1,,
Hardware,sony,snc-ch160,1,,
Hardware,sony,snc-ch220,1,,
Hardware,sony,snc-ch260,1,,
Hardware,netgear,wnr2020,1,9.8,9.8
Hardware,netgear,wnr2050,1,9.8,9.8
Hardware,netgear,wnr2200,1,9.8,9.8
Hardware,netgear,wnr2500,1,9.8,9.8
Hardware,netgear,wnr614,1,9.8,9.8
Hardware,netgear,wnr618,1,9.8,9.8
Hardware,qualcomm,msm8960,1,7.8,7.8
Hardware,ricon,s9922l,1,7.5,7.5
Hardware,seagate,blackarmor_nas_110,1,,
Hardware,sony,snc-eb600,1,,
Hardware,sony,snc-eb600b,1,,
Hardware,sony,snc-eb602r,1,,
Hardware,sony,snc-eb630,1,,
Hardware,sony,snc-eb630b,1,,
Hardware,sony,snc-eb632r,1,,
Hardware,sony,snc-em520,1,,
Hardware,siemens,cp_1543-1,1,7.5,7.5
Hardware,siemens,simatic_cp_1543-1,1,7.5,7.5
Hardware,siemens,simatic_s7-1500,1,7.5,7.5
Hardware,siemens,simatic_s7-1500t,1,7.5,7.5
Hardware,siemens,simatic_s7_cpu-1211c,1,,
Hardware,siemens,simatic_s7_cpu_1212c,1,,
Hardware,siemens,simatic_s7_cpu_1214c,1,,
Hardware,siemens,simatic_s7_cpu_1215c,1,,
Hardware,siemens,simatic_s7_cpu_1217c,1,,
Hardware,sony,snc-ep520,1,,
Hardware,sony,snc-ep521,1,,
Hardware,sony,snc-ep550,1,,
Hardware,sony,snc-ep580,1,,
Hardware,sony,snc-er520,1,,
Hardware,sony,snc-er521,1,,
Hardware,sony,snc-er521c,1,,
Hardware,sony,snc-cx600,1,,
Hardware,sony,snc-cx600w,1,,
Hardware,sony,snc-dh120,1,,
Hardware,sony,snc-dh120t,1,,
Hardware,sony,snc-dh160,1,,
Hardware,sony,snc-dh220,1,,
Hardware,sony,snc-dh220t,1,,
Hardware,sony,snc-dh260,1,,
Hardware,sony,snc-eb520,1,,
Hardware,sony,snc-vb630,1,,
Hardware,sony,snc-vb6305,1,,
Hardware,sony,snc-vb6307,1,,
Hardware,sony,snc-vb632d,1,,
Hardware,sony,snc-vb635,1,,
Hardware,sony,snc-vm600,1,,
Hardware,sony,snc-vm600b,1,,
Hardware,sony,snc-em521,1,,
Hardware,sony,snc-em600,1,,
Hardware,sony,snc-em601,1,,
Hardware,sony,snc-em602r,1,,
Hardware,sony,snc-em602rc,1,,
Hardware,sony,snc-em630,1,,
Hardware,sony,snc-em631,1,,
Hardware,sony,snc-em632r,1,,
Hardware,sony,snc-em632rc,1,,
Hardware,sony,snc-vm632r,1,,
Hardware,sony,snc-wr600,1,,
Hardware,sony,snc-wr602,1,,
Hardware,sony,snc-wr602c,1,,
Hardware,sony,snc-wr602cl,1,,
Hardware,sony,snc-wr630,1,,
Hardware,sony,snc-wr632,1,,
Hardware,sony,snc-er550,1,,
Hardware,sony,snc-er550c,1,,
Hardware,sony,snc-er580,1,,
Hardware,sony,snc-er585,1,,
Hardware,sony,snc-er585h,1,,
Hardware,sony,snc-vb600,1,,
Hardware,sony,snc-vb600b,1,,
Hardware,sony,snc-vb600b5,1,,
Hardware,sony,snc-vb600l,1,,
Hardware,sony,snc-zp550,1,,
Hardware,sony,snc-zr550,1,,
Hardware,tecvoz,cmnc-200,1,,
Hardware,tp-link,archer_c5,1,7.5,7.5
Hardware,tp-link,archer_c7,1,7.5,7.5
Hardware,tp-link,archer_c8,1,7.5,7.5
Hardware,tp-link,archer_c9,1,7.5,7.5
Hardware,sony,snc-vm600b5,1,,
Hardware,sony,snc-vm600l,1,,
Hardware,sony,snc-vm601,1,,
Hardware,sony,snc-vm601b,1,,
Hardware,sony,snc-vm602r,1,,
Hardware,sony,snc-vm630,1,,
Hardware,sony,snc-vm6305,1,,
Hardware,sony,snc-vm6307,1,,
Hardware,sony,snc-vm631,1,,
Hardware,trendnet,tew-711br,1,9.8,9.8
Hardware,trendnet,tew-731br,1,9.8,9.8
Hardware,trendnet,tew-810dr,1,9.8,9.8
Hardware,trendnet,tew-813dru,1,9.8,9.8
Hardware,zte,f460,1,,
Hardware,zte,f660,1,,
Sistema Operativo,adb,p.dga4001n_firmware,1,,
Hardware,sony,snc-wr632c,1,,
Hardware,sony,snc-xm631,1,,
Hardware,sony,snc-xm631l,1,,
Hardware,sony,snc-xm632,1,,
Hardware,sony,snc-xm636,1,,
Hardware,sony,snc-xm637,1,,
Hardware,sony,snc-zb550,1,,
Hardware,sony,snc-zm550,1,,
Hardware,sony,snc-zm551,1,,
Sistema Operativo,aterm,wf300hp2_firmware,1,9.8,9.8
Sistema Operativo,aterm,wf800hp_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1200hp2_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1200hp3_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1200hp_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1200hs2_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1200hs_firmware,1,9.8,9.8
Hardware,tp-link,tl-wdr3500,1,7.5,7.5
Hardware,tp-link,tl-wdr3600,1,7.5,7.5
Hardware,tp-link,tl-wdr4300,1,7.5,7.5
Hardware,tp-link,tl-wr740n,1,7.5,7.5
Hardware,tp-link,tl-wr741nd,1,7.5,7.5
Hardware,tp-link,tl-wr841n,1,7.5,7.5
Hardware,tp-link,tl-wr841nd,1,7.5,7.5
Hardware,trendnet,tew-651br,1,9.8,9.8
Hardware,trendnet,tew-652br,1,9.8,9.8
