tipo,vendor,producto,cantidad_cves,v31_score_promedio,v31_score_maximo
Sistema Operativo,aterm,wg1800hp4_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1900hp2_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1900hp_firmware,1,9.8,9.8
Sistema Operativo,aterm,wr8165n_firmware,1,9.8,9.8
Sistema Operativo,avtech,avn801_dvr_firmware,1,9.8,9.8
Sistema Operativo,belkin,n150_f9k1009_firmware,1,,
Sistema Operativo,cisco,asa_1000v_cloud_firewall_software,1,8.8,8.8
Sistema Operativo,cisco,fxos,1,10.0,10.0
Sistema Operativo,cisco,ios_xe,1,7.5,7.5
Sistema Operativo,cisco,pix_firewall_software,1,8.8,8.8
Sistema Operativo,cisco,unified_sip_proxy,1,10.0,10.0
Sistema Operativo,apple,tvos,1,7.8,7.8
Sistema Operativo,aterm,w1200ex-ms_firmware,1,9.8,9.8
Sistema Operativo,aterm,w1200ex_firmware,1,9.8,9.8
Sistema Operativo,aterm,w300p_firmware,1,9.8,9.8
Sistema Operativo,aterm,w500p_firmware,1,9.8,9.8
Aplicación,cisco,cyber_vision_sensor_management_extension,1,10.0,10.0
Aplicación,cisco,data_center_network_manager,1,10.0,10.0
Aplicación,cisco,dna_center,1,10.0,10.0
Aplicación,cisco,dna_spaces,1,10.0,10.0
Aplicación,cisco,dna_spaces\,1,10.0,10.0
Aplicación,cisco,dna_spaces_connector,1,10.0,10.0
Aplicación,cisco,emergency_responder,1,10.0,10.0
Aplicación,cisco,enterprise_chat_and_email,1,10.0,10.0
Aplicación,cisco,evolved_programmable_network_manager,1,10.0,10.0
Sistema Operativo,dlink,dir-600l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-605l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-615_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-619l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-626l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-636l_firmware,1,9.8,9.8
Sistema Operativo,aterm,wg1800hp3_firmware,1,9.8,9.8
Sistema Operativo,dlink,dsl-2760u_firmware,1,5.4,5.4
Sistema Operativo,cisco,unified_workforce_optimization,1,10.0,10.0
Sistema Operativo,codeaurora,android-msm,1,8.4,8.4
Sistema Operativo,d-link,dvg-n5402sp_firmware,1,,
Sistema Operativo,dlink,dcs-930l_firmware,1,7.2,7.2
Sistema Operativo,dlink,dir-300_firmware,1,5.7,5.7
Sistema Operativo,dlink,dir-501_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-515_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-600_firmware,1,8.0,8.0
Aplicación,cisco,paging_server,1,10.0,10.0
Aplicación,cisco,prime_data_center_network_manager,1,7.5,7.5
Aplicación,cisco,prime_service_catalog,1,10.0,10.0
Aplicación,cisco,sd-wan_vmanage,1,10.0,10.0
Aplicación,cisco,smart_phy,1,10.0,10.0
Aplicación,cisco,ucs_central,1,10.0,10.0
Aplicación,cisco,cyber_vision,1,10.0,10.0
Aplicación,cisco,contact_center_management_portal,1,10.0,10.0
Aplicación,cisco,crosswork_data_gateway,1,10.0,10.0
Aplicación,cisco,crosswork_network_automation,1,10.0,10.0
Sistema Operativo,intellian,v100_firmware,1,7.5,7.5
Sistema Operativo,dlink,dir-645_firmware,1,8.8,8.8
Sistema Operativo,dlink,dir-651_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-808l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-809_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-810l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-820l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-826l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-830l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-836l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-900l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dir-905l_firmware,1,9.8,9.8
Sistema Operativo,dlink,dsl-2750b_firmware,1,9.8,9.8
Sistema Operativo,microsoft,windows_10_21h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_10_22h2,1,5.5,5.5
Sistema Operativo,hp,hp-ux,1,9.8,9.8
Aplicación,cisco,finesse,1,10.0,10.0
Aplicación,cisco,firepower_threat_defense,1,10.0,10.0
Aplicación,cisco,fog_director,1,10.0,10.0
Aplicación,cisco,identity_services_engine,1,10.0,10.0
Aplicación,cisco,integrated_management_controller_supervisor,1,10.0,10.0
Aplicación,cisco,intersight_virtual_appliance,1,10.0,10.0
Aplicación,cisco,cloudcenter_cost_optimizer,1,10.0,10.0
Aplicación,cisco,cloudcenter_suite,1,10.0,10.0
Aplicación,cisco,cloudcenter_suite_admin,1,10.0,10.0
Aplicación,cisco,cloudcenter_workload_manager,1,10.0,10.0
Aplicación,cisco,common_services_platform_collector,1,10.0,10.0
Aplicación,cisco,connected_mobile_experiences,1,10.0,10.0
Aplicación,cisco,contact_center_domain_manager,1,10.0,10.0
Aplicación,cisco,crosswork_platform_infrastructure,1,10.0,10.0
Aplicación,cisco,crosswork_zero_touch_provisioning,1,10.0,10.0
Aplicación,cisco,customer_experience_cloud_agent,1,10.0,10.0
Aplicación,cisco,cx_cloud_agent,1,10.0,10.0
Aplicación,bueltge,adminimize,1,,
Aplicación,bukulokomedia,lokomedia_cms,1,,
Aplicación,camtron,cmnc-200_firmware,1,,
Aplicación,candidate-application-form_project,candidate-application-form,1,,
Aplicación,cherokee,cherokee_httpd,1,,
Aplicación,chillcreations,com_ccnewsletter,1,5.8,5.8
Aplicación,chris_simon,com_abbrev,1,,
Aplicación,church_admin_project,church_admin,1,,
Sistema Operativo,microsoft,windows_10_1809,1,5.5,5.5
Sistema Operativo,microsoft,windows_10_1909,1,5.5,5.5
Sistema Operativo,microsoft,windows_10_20h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_10_21h1,1,5.5,5.5
Sistema Operativo,netgear,d6220_firmware,1,8.8,8.8
Sistema Operativo,netgear,d6400_firmware,1,8.8,8.8
Sistema Operativo,netgear,d7000_firmware,1,9.8,9.8
Sistema Operativo,netgear,d7800_firmware,1,9.8,9.8
Sistema Operativo,netgear,dgn2200_firmware,1,,
Sistema Operativo,netgear,dgnd3700_firmware,1,,
Sistema Operativo,netgear,jnr1010v2_firmware,1,9.8,9.8
Sistema Operativo,microsoft,windows_11_21h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_11_22h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_11_23h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_11_24h2,1,5.5,5.5
Sistema Operativo,intellian,v60_firmware,1,7.5,7.5
Sistema Operativo,juniper,screenos,1,9.8,9.8
Sistema Operativo,linux,kernel,1,,
Aplicación,cisco,crosswork_network_controller,1,10.0,10.0
Aplicación,cisco,crosswork_optimization_engine,1,10.0,10.0
Sistema Operativo,netgear,r6700_firmware,1,8.8,8.8
Sistema Operativo,netgear,r6900_firmware,1,8.8,8.8
Sistema Operativo,netgear,r7000_firmware,1,8.8,8.8
Sistema Operativo,netgear,r7100lg_firmware,1,8.8,8.8
Sistema Operativo,netgear,r7300dst_firmware,1,8.8,8.8
Sistema Operativo,netgear,r7500_firmware,1,9.8,9.8
Sistema Operativo,netgear,r7500v2_firmware,1,9.8,9.8
Sistema Operativo,netgear,r7900_firmware,1,8.8,8.8
Sistema Operativo,netgear,r8000_firmware,1,8.8,8.8
Sistema Operativo,microsoft,windows_server_2019,1,5.5,5.5
Sistema Operativo,microsoft,windows_server_2022,1,5.5,5.5
Sistema Operativo,microsoft,windows_server_2022_23h2,1,5.5,5.5
Sistema Operativo,microsoft,windows_server_2025,1,5.5,5.5
Sistema Operativo,motorola,android,1,7.8,7.8
Sistema Operativo,mozilla,firefox_os,1,8.8,8.8
Sistema Operativo,netgear,d6100_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr3700v4_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr3800_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr4300_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr4300v2_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr4500v3_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndr4700_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr1000v2_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr1000v4_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2000v3_firmware,1,9.8,9.8
Sistema Operativo,netgear,jnr3300_firmware,1,9.8,9.8
Sistema Operativo,netgear,jwnr2010v5_firmware,1,9.8,9.8
Sistema Operativo,netgear,r2000_firmware,1,9.8,9.8
Sistema Operativo,netgear,r6100_firmware,1,9.8,9.8
Sistema Operativo,netgear,r6220_firmware,1,9.8,9.8
Sistema Operativo,netgear,r6250_firmware,1,8.8,8.8
Sistema Operativo,netgear,r6400_firmware,1,8.8,8.8
Aplicación,awstats,awstats,1,,
Aplicación,b-elektro,com_addressbook,1,,
Aplicación,bentley,synchro,1,10.0,10.0
Aplicación,bentley,synchro_4d,1,10.0,10.0
Aplicación,blueflyingfish.no-ip,com_orgchart,1,,
Sistema Operativo,novell,suse_linux_enterprise_desktop,1,9.8,9.8
Sistema Operativo,novell,suse_linux_enterprise_workstation_extension,1,9.8,9.8
Sistema Operativo,nuuo,nvrmini_2,1,,
Sistema Operativo,nuuo,nvrsolo,1,,
Sistema Operativo,netgear,wn604_firmware,1,9.8,9.8
Sistema Operativo,netgear,wn802tv2_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnap320_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndap210v2_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndap350_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndap360_firmware,1,9.8,9.8
Sistema Operativo,netgear,wndap660_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2200_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2500_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr614_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr618_firmware,1,9.8,9.8
Sistema Operativo,nordex,nordex_control_2_scada,1,,
Aplicación,cisco,advanced_malware_protection_virtual_private_cloud_appliance,1,10.0,10.0
Aplicación,cisco,automated_subsea_tuning,1,10.0,10.0
Aplicación,cisco,broadworks,1,10.0,10.0
Aplicación,cisco,business_process_automation,1,10.0,10.0
Aplicación,cisco,cloud_connect,1,10.0,10.0
Aplicación,cisco,cloudcenter,1,10.0,10.0
Aplicación,atlassian,confluence,1,,
Aplicación,attenzione,yousaytoo,1,,
Aplicación,autonomy,ultraseek,1,,
Aplicación,aviary_image_editor_add-on_for_gravity_forms_project,aviary_image_editor_add-on_for_gravity_forms,1,,
Aplicación,awdsolution,com_awdwall,1,,
Aplicación,apache,cassandra,1,9.8,9.8
Aplicación,apache,commons_beanutils,1,7.5,7.5
Aplicación,apache,http_server,1,,
Aplicación,apache,log4j,1,10.0,10.0
Aplicación,apache,ofbiz,1,7.5,7.5
Aplicación,apache,shiro,1,9.8,9.8
Sistema Operativo,redhat,enterprise_linux_tus,1,7.0,7.0
Sistema Operativo,ricon,s9922l_firmware,1,7.5,7.5
Sistema Operativo,samsung,x14j_firmware,1,8.8,8.8
Sistema Operativo,paloaltonetworks,pan-os,1,7.0,7.0
Sistema Operativo,redhat,enterprise_linux_aus,1,7.0,7.0
Sistema Operativo,redhat,enterprise_linux_eus_compute_node,1,5.3,5.3
Sistema Operativo,netgear,wnr2000v4_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2000v5_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2020_firmware,1,9.8,9.8
Sistema Operativo,netgear,wnr2050_firmware,1,9.8,9.8
Sistema Operativo,siemens,simatic_s7-1500t_firmware,1,7.5,7.5
Sistema Operativo,siemens,simatic_s7_cpu_1200_firmware,1,,
Sistema Operativo,siemens,siplus_net_cp_1543-1_firmware,1,7.5,7.5
Sistema Operativo,siemens,sppa-t3000_ses3000_firmware,1,10.0,10.0
Sistema Operativo,sony,snc_series_firmware,1,,
Sistema Operativo,redhat,enterprise_linux_long_life,1,7.0,7.0
Sistema Operativo,redhat,enterprise_linux_server_eus_from_rhui,1,6.5,6.5
Aplicación,boka,siteengine,1,,
Aplicación,bonitasoft,bonita_bpm_portal,1,,
Aplicación,brafton,brafton,1,6.1,6.1
Aplicación,breedveld,com_album,1,,
Aplicación,broadcom,symantec_messaging_gateway,1,7.5,7.5
Aplicación,browserweb,whizz,1,,
Aplicación,apache,archiva,1,9.8,9.8
Aplicación,apache,aurora,1,9.8,9.8
Aplicación,apache,axis2,1,,
Aplicación,activehelper,activehelper_livehelp_live_chat,1,,
Aplicación,adobe,experience_manager,1,,
Sistema Operativo,tp-link,tl-wdr3500_firmware,1,7.5,7.5
Sistema Operativo,tp-link,archer_c9_firmware,1,7.5,7.5
Aplicación,adobe,flex_data_services,1,6.5,6.5
Aplicación,adobe,livecycle,1,6.5,6.5
Aplicación,adobe,livecycle_data_services,1,6.5,6.5
Aplicación,affiliatefeeds,com_datafeeds,1,,
Aplicación,age_verification_project,age_verification,1,,
Aplicación,ajax-random-post_project,ajax-random-post,1,,
Sistema Operativo,trendnet,tew-731br_firmware,1,9.8,9.8
Sistema Operativo,trendnet,tew-810dr_firmware,1,9.8,9.8
Sistema Operativo,trendnet,tew-813dru_firmware,1,9.8,9.8
Sistema Operativo,ui,airos,1,9.8,9.8
Aplicación,adobe,adobe_air_sdk,1,8.8,8.8
Sistema Operativo,seagate,blackarmor_nas_110_firmware,1,,
Aplicación,anshul_sharma,category-grid-view-gallery,1,,
Aplicación,anti-plagiarism_project,anti-plagiarism,1,,
Sistema Operativo,tp-link,tl-wdr3600_firmware,1,7.5,7.5
Sistema Operativo,tp-link,tl-wdr4300_firmware,1,7.5,7.5
Sistema Operativo,tp-link,tl-wr740n_firmware,1,7.5,7.5
Sistema Operativo,tp-link,tl-wr741nd_firmware,1,7.5,7.5
Sistema Operativo,tp-link,tl-wr841n_firmware,1,7.5,7.5
Sistema Operativo,tp-link,tl-wr841nd_firmware,1,7.5,7.5
Sistema Operativo,trendnet,tew-651br_firmware,1,9.8,9.8
Sistema Operativo,trendnet,tew-652br_firmware,1,9.8,9.8
Sistema Operativo,trendnet,tew-711br_firmware,1,9.8,9.8
Sistema Operativo,suse,suse_linux_enterprise_high_availability_extension,1,5.5,5.5
Sistema Operativo,tp-link,archer_c5_firmware,1,7.5,7.5
Sistema Operativo,tp-link,archer_c7_firmware,1,7.5,7.5
Sistema Operativo,tp-link,archer_c8_firmware,1,7.5,7.5
Aplicación,admin-font-editor_project,admin-font-editor,1,,
